descriptor teff gfeh value
    5272.000      -0.840       0.791
    4833.000       0.030       0.606
    4728.000      -0.340       0.663
    4604.000      -0.110       0.451
    4674.000      -0.390       0.634
    5470.000       0.090       0.757
    4758.000      -0.090       0.583
    4594.000      -0.340       0.554
    4895.000      -0.290       0.725
    5066.000      -0.170       0.738
    4815.000      -0.140       0.696
    4688.000      -0.030       0.629
    5405.000      -0.780       0.857
    4816.000      -0.060       0.614
    4660.000      -0.190       0.558
    4806.000      -0.080       0.666
    4804.000      -0.320       0.621
    4911.000      -0.260       0.726
    4680.000      -0.340       0.640
    4615.000      -0.490       0.301
    4772.000       0.020       0.578
    5389.000       0.090       0.759
    4714.000      -0.380       0.626
    4640.000      -0.510       0.553
    5183.000      -0.410       0.769
    4840.000      -0.110       0.706
    4627.000      -0.290       0.531
    4622.000      -0.170       0.512
    6011.000      -0.440       0.909
    5312.000      -0.840       0.891
    5975.000      -0.850       0.787
    5313.000       0.170       0.749
    5483.000       0.030       0.785
    5449.000       0.390       0.751
    5536.000       0.250       0.789
    5731.000      -0.100       0.810
    5615.000       0.290       0.795
    4738.000      -0.520       0.573
    6281.000      -0.360       0.819
    5221.000      -0.390       0.749
    5911.000       0.080       0.793
    5164.000       0.130       0.704
    5657.000       0.280       0.802
    5349.000      -0.090       0.755
    5560.000      -0.290       0.795
    5432.000       0.160       0.766
    5250.000       0.220       0.731
    5017.000      -0.020       0.674
    4881.000      -0.070       0.670
    4969.000      -0.060       0.658
    5477.000       0.020       0.786
    5953.000       0.120       0.797
    5697.000      -0.790       0.921
    5692.000      -0.190       0.803
    5756.000      -0.810       0.820
    4748.000      -0.020       0.567
    5680.000       0.140       0.791
    5059.000      -0.090       0.725
    5597.000      -0.230       0.838
    5805.000       0.310       0.792
    6260.000       0.180       0.757
    5122.000       0.040       0.738
    5633.000       0.140       0.779
    4724.000       0.020       0.618
    4651.000      -0.230       0.580
    5074.000      -0.070       0.695
    5992.000      -0.340       0.854
    5647.000      -0.040       0.764
    5193.000       0.140       0.739
    5480.000      -0.020       0.790
    5267.000      -0.060       0.751
    5850.000       0.170       0.821
    5801.000       0.270       0.789
    5460.000      -0.430       0.886
    5398.000      -0.610       0.848
    6004.000       0.070       0.814
    5666.000      -0.680       0.898
    5081.000      -0.160       0.547
    6098.000       0.040       0.811
    5456.000      -0.070       0.812
    4994.000      -0.220       0.718
    5564.000      -0.540       0.846
    5069.000      -0.470       0.779
    4910.000      -0.070       0.676
    5829.000      -0.070       0.812
    5172.000       0.210       0.704
    5133.000       0.030       0.702
