 587 
    1    11.0     59.179     2.100   -1.363   6160.7499973   -0.356010989    0.066315302    1.000000000       59.179        3.044        1.615
    2    11.0     38.258     2.100   -1.622   6154.2269093   -0.237349353    0.064304544    1.000000000       38.258        2.397        1.117
    3    12.0     32.809     5.110   -2.300   6319.2350433   -0.175036309    0.074777630    1.000000000       32.809        3.512        1.397
    4    12.0     50.420     5.110   -1.996   6318.7130192   -0.251961819    0.079832733    1.000000000       50.420        5.329        1.529
    5    12.0     73.399     4.350   -2.234   4730.0346163   -0.469217976    0.062405972    1.000000000       73.399        4.020        2.859
    6    14.0     36.733     4.930   -2.068   5645.6098141   -0.243900742    0.060083292    1.000000000       36.733        2.091        1.538
    7    14.0     48.364     5.870   -1.100   6414.9874457   -0.253421733    0.076136489    1.000000000       48.364        3.018        1.999
    8    14.0     42.519     4.950   -1.912   5797.8600306   -0.281813540    0.060190982    1.000000000       42.519        1.512        1.629
    9    14.0     47.430     5.620   -1.331   6243.8195554   -0.275985148    0.068560839    1.000000000       47.430        3.363        0.985
   10    14.0     39.001     5.870   -1.227   6527.2061545   -0.207796547    0.074876557    1.000000000       39.001        2.225        1.432
   11    14.0     62.730     5.610   -1.116   6237.3274741   -0.325010341    0.076999339    1.000000000       62.730        5.919        1.279
   12    14.0     15.834     5.980   -1.625   6741.6320271   -0.081525757    0.077481901    1.000000000       15.834        1.174        2.096
   13    14.0     12.749     5.080   -2.496   5517.5355211   -0.095515192    0.053248758    1.000000000       12.749        0.545        1.681
   14    14.0     61.960     4.950   -1.642   5684.4860793   -0.403951512    0.061191495    1.000000000       61.960        2.308        2.367
   15    14.0     56.170     4.930   -1.790   5690.4244316   -0.395190000    0.056703831    1.000000000       56.170        2.571        2.278
   16    14.0     32.194     5.610   -1.555   6125.0212908   -0.190630784    0.067373958    1.000000000       32.194        2.005        0.932
   17    14.0     38.733     4.930   -2.034   5701.1048856   -0.263277971    0.058691261    1.000000000       38.733        1.683        1.868
   18    14.0     19.514     5.950   -1.640   6583.6957272   -0.096589420    0.080599421    1.000000000       19.514        1.470        3.780
   19    14.0     10.805     5.080   -2.500   5621.6077284   -0.076320331    0.056479509    1.000000000       10.805        0.689        2.090
   20    14.0     87.088     5.080   -1.208   5948.5419327   -0.478572876    0.072597215    1.000000000       87.088        7.883        2.067
   21    14.0     47.474     5.620   -1.333   5753.6379397   -0.264243102    0.071674497    1.000000000       47.474        5.381        1.194
   22    14.0     46.352     5.620   -1.310   6244.4730796   -0.270202212    0.068436935    1.000000000       46.352        3.084        1.126
   23    14.0     50.854     5.080   -1.669   5772.1436908   -0.322199079    0.062966616    1.000000000       50.854        5.764        2.299
   24    14.0     38.249     5.620   -1.425   6145.0184834   -0.236465066    0.064529525    1.000000000       38.249        1.755        0.892
   25    14.0     34.570     5.620   -1.520   6142.4911746   -0.211114375    0.065327298    1.000000000       34.570        1.955        0.736
   26    14.0     18.792     5.870   -1.666   6195.4561423   -0.098129805    0.076399274    1.000000000       18.792        2.350        0.890
   27    20.0     70.805     2.520   -1.155   6166.4382275   -0.457250572    0.061776025    1.000000000       70.805        2.794        0.588
   28    20.0     85.513     2.520   -0.917   6499.6513687   -0.524742593    0.065012270    1.000000000       85.513        4.525        1.711
   29    20.0     94.538     2.710   -0.581   5349.4655377   -0.623692185    0.060470645    1.000000000       94.538        4.408        3.972
   30    20.0     56.534     2.520   -1.404   6455.6018874   -0.384014946    0.058731211    1.000000000       56.534        1.776        1.495
   31    20.0    102.610     2.520   -0.733   6449.8157106   -0.598788877    0.068363858    1.000000000      102.610        6.778        1.599
   32    20.0    101.171     2.520   -0.677   5261.7054855   -0.644464693    0.062628057    1.000000000      101.171        5.525        3.706
   33    20.0     67.209     2.520   -1.313   6161.2942392   -0.409618964    0.065456808    1.000000000       67.209        6.337        1.318
   34    20.0     11.857     2.520   -2.497   6156.0182164   -0.074694926    0.063327197    1.000000000       11.857        1.716        1.573
   35    20.0     87.065     2.930   -0.559   5512.9811495   -0.553929831    0.062704431    1.000000000       87.065        5.531        2.227
   36    20.0     90.700     2.530   -0.825   6471.6641226   -0.561616623    0.064428310    1.000000000       90.700        2.576        2.775
   37    20.0     93.858     2.520   -0.800   6169.0406620   -0.551664672    0.067874739    1.000000000       93.858        5.412        0.635
   38    20.0     25.983     2.930   -1.592   5867.5661827   -0.198740466    0.052157020    1.000000000       25.983        3.865        2.947
   39    21.0      7.020     1.870    0.562   5520.4950837   -0.059373176    0.047170219    1.000000000        7.020        0.626        1.262
   40    21.0     14.968     1.450    0.533   5671.8160121   -0.095862738    0.062289535    1.000000000       14.968        1.432        1.056
   41    21.0      7.957     1.450    0.297   4743.8213125   -0.069084526    0.045947324    1.000000000        7.957        0.307        1.365
   42    21.1     34.255     1.500   -1.025   5667.1406099   -0.225055481    0.060721791    1.000000000       34.255        3.488        1.083
   43    21.1     38.444     1.510   -0.946   5684.1938650   -0.285413227    0.053736038    1.000000000       38.444        1.658        2.071
   44    21.1     35.178     1.510   -1.022   6245.6204148   -0.246876138    0.056845759    1.000000000       35.178        1.536        1.232
   45    21.1     75.725     1.770    0.140   5526.8139792   -0.549703740    0.054956461    1.000000000       75.725        2.675        1.819
   46    21.1     68.039     1.510   -0.326   5657.8762246   -0.472453286    0.057452492    1.000000000       68.039        2.497        0.930
   47    21.1      9.194     1.500   -1.863   6320.8472779   -0.060894019    0.060233837    1.000000000        9.194        0.506        0.988
   48    21.1     36.026     1.360   -1.160   6604.5924932   -0.245241577    0.058604542    1.000000000       36.026        1.779        1.004
   49    22.0     10.195     2.159   -1.440   6150.1458867   -0.067449184    0.060300731    1.000000000       10.195        0.720        0.846
   50    22.0     20.161     0.048   -2.360   5252.1017771   -0.179498585    0.044807934    1.000000000       20.161        0.768        1.786
   51    22.0     33.493     1.070   -0.939   4675.1068064   -0.304973233    0.043812479    1.000000000       33.493        6.654        4.840
   52    22.0      4.362     1.872   -1.480   6145.4128557   -0.025944810    0.067078234    1.000000000        4.362        0.650        0.914
   53    22.0     10.640     2.238   -1.190   5230.6709444   -0.063523788    0.066822544    1.000000000       10.640        1.129        3.989
   54    22.0     11.049     2.490   -0.410   5648.5679049   -0.086718892    0.050831587    1.000000000       11.049        0.633        1.060
   55    22.0     41.633     1.500   -0.429   4820.4096055   -0.374810490    0.044313623    1.000000000       41.633        2.078        1.657
   56    22.0     23.577     2.320   -0.123   5662.1553351   -0.182070563    0.051660648    1.000000000       23.577        1.306        1.073
   57    22.0     14.003     2.173   -0.430   4731.1723170   -0.112646693    0.049590976    1.000000000       14.003        1.587        2.439
   58    22.0     28.168     0.020   -2.254   5219.7006968   -0.239965820    0.046829650    1.000000000       28.168        1.214        0.888
   59    22.0     21.984     1.070   -1.416   6126.2206733   -0.170112566    0.051556228    1.000000000       21.984        0.991        0.712
   60    22.0     66.433     0.000   -1.308   4656.4696039   -0.588627269    0.045025024    1.000000000       66.433        8.247        3.564
   61    22.0     20.167     2.229   -1.160   5212.6907183   -0.131664918    0.061104308    1.000000000       20.167        0.762        1.840
   62    22.0     87.029     0.048   -0.820   5210.3893509   -0.636034952    0.054587696    1.000000000       87.029        6.686        1.796
   63    22.0      7.757     2.248   -0.830   4747.6715347   -0.054758810    0.056516507    1.000000000        7.757        1.278        3.583
   64    22.0      6.961     2.250   -0.781   5739.4754998   -0.064418707    0.043106539    1.000000000        6.961        0.328        0.925
   65    22.0     51.764     1.870    0.068   4913.6183273   -0.430287475    0.047993015    1.000000000       51.764        3.135        1.486
   66    22.0      5.051     1.878   -1.420   6120.9934212   -0.030103902    0.066931511    1.000000000        5.051        1.227        1.285
   67    22.0     85.349     0.021   -0.950   5192.9728883   -0.641690457    0.053062036    1.000000000       85.349        4.039        1.431
   68    22.0     10.799     3.290    0.326   5766.3170514   -0.071389490    0.060348731    1.000000000       10.799        0.540        0.973
   69    22.0      9.050     1.886   -0.910   4915.2311070   -0.073052174    0.049422654    1.000000000        9.050        1.507        1.634
   70    22.0      0.089     2.238   -1.190   5189.5777944   -0.004773573    0.007411119    1.000000000        0.089        1.417        0.196
   71    22.0     40.822     1.732   -0.160   4639.9421121   -0.365607149    0.044543981    1.000000000       40.822        3.341        3.906
   72    22.0     64.534     0.000   -1.060   5173.7498796   -0.491205582    0.052412322    1.000000000       64.534        4.590        1.854
   73    22.0      4.004     1.886   -1.380   6092.7994241   -0.032266886    0.049508541    1.000000000        4.004        0.352        0.923
   74    22.0     46.399     1.738   -0.050   4639.3635530   -0.420389583    0.044031786    1.000000000       46.399        2.016        3.884
   75    22.0      6.581     0.818   -2.090   4926.1522034   -0.063607269    0.041277290    1.000000000        6.581        0.417        0.924
   76    22.0     35.943     0.021   -1.950   5152.1862843   -0.342458577    0.041871506    1.000000000       35.943        0.871        1.861
   77    22.0     39.798     0.000   -1.940   5147.4815588   -0.352329037    0.045063478    1.000000000       39.798        2.313        1.987
   78    22.0      5.596     2.266   -1.010   5822.4526534   -0.042791520    0.052171674    1.000000000        5.596        0.339        1.060
   79    22.0     37.160     1.460   -0.622   5145.4648170   -0.324155239    0.045733803    1.000000000       37.160        1.597        0.578
   80    22.0     14.753     2.270   -0.445   6091.1785954   -0.110011486    0.053501137    1.000000000       14.753        0.992        1.130
   81    22.0     67.261     0.835   -0.400   4512.7359593   -0.603314165    0.044476471    1.000000000       67.261        2.919        5.622
   82    22.0     10.422     1.442   -1.690   6336.1068260   -0.062853261    0.066147678    1.000000000       10.422        2.602        1.141
   83    22.0      7.864     1.442   -1.580   6303.7603988   -0.059764696    0.052492411    1.000000000        7.864        0.255        1.042
   84    22.0     10.395     0.900   -2.069   6599.1172993   -0.071195066    0.058247207    1.000000000       10.395        0.791        0.870
   85    22.0     48.091     1.070   -0.840   5866.4550021   -0.358501344    0.053515561    1.000000000       48.091        2.255        2.349
   86    22.0      5.506     1.052   -2.000   5880.2740842   -0.048724497    0.045079940    1.000000000        5.506        0.411        1.552
   87    22.0     31.469     1.052   -1.100   5899.2966201   -0.254433054    0.049342005    1.000000000       31.469        1.571        3.159
   88    22.0     70.072     0.812   -0.160   4536.0473915   -0.654370038    0.042719838    1.000000000       70.072        2.199        4.643
   89    22.0     96.513     0.848    0.540   4533.2442214   -0.758026038    0.050793908    1.000000000       96.513        8.074        7.604
   90    22.0     26.176     1.440   -0.861   5113.4430934   -0.244071935    0.042786042    1.000000000       26.176        0.827        1.680
   91    22.0     15.461     1.066   -1.640   5918.5478156   -0.114627333    0.053809785    1.000000000       15.461        1.284        1.795
   92    22.0     20.649     1.045   -1.380   5922.1135462   -0.155255019    0.053058871    1.000000000       20.649        1.137        1.353
   93    22.0    107.317     0.835    0.450   4991.0713283   -0.751666123    0.056957968    1.000000000      107.317        1.913        2.551
   94    22.0     94.715     0.818   -0.070   4535.9197518   -0.704918408    0.053603075    1.000000000       94.715        3.292        5.824
   95    22.0     10.936     1.442   -1.540   5109.4425837   -0.073830508    0.059094438    1.000000000       10.936        1.217        3.712
   96    22.0      7.986     1.066   -1.940   5937.8154410   -0.060900619    0.052313257    1.000000000        7.986        0.330        0.981
   97    22.0     19.455     1.052   -1.510   5941.7548924   -0.148637777    0.052217044    1.000000000       19.455        1.957        0.786
   98    22.0     30.362     1.880   -0.492   5965.8372360   -0.210505142    0.057540259    1.000000000       30.362        3.068        1.436
   99    22.0     24.189     1.870   -0.602   5978.5460691   -0.180876236    0.053350927    1.000000000       24.189        1.366        1.155
  100    22.0     30.922     0.000   -2.174   4997.0982549   -0.295950327    0.041683120    1.000000000       30.922        1.348        2.181
  101    22.0    103.954     0.825    0.320   4999.5060116   -0.719035417    0.057676611    1.000000000      103.954        4.978        1.874
  102    22.0      7.373     1.459   -1.550   6312.2471360   -0.057718162    0.050958832    1.000000000        7.373        0.730        0.643
