    1  5272.000     4.430    -0.840  5271.767    -0.839   0.761584997E+00   0.849615601E+00   0.148004134E+01  -0.518955473E+00  -0.536195954E+00  -0.427424004E+00
    2  6136.000     4.950    -0.360  6137.714    -0.364   0.454603610E+00   0.482754094E+00   0.745691730E+00  -0.698772859E+00  -0.716520157E+00  -0.710015964E+00
    3  5728.000     4.120    -0.770  5738.355    -0.772   0.596253269E+00   0.595552665E+00   0.103135684E+01  -0.615800169E+00  -0.661076040E+00  -0.600086494E+00
    4  4833.000     4.470     0.030  4784.334     0.044   0.226088014E+01   0.298493777E+01   0.452798871E+01   0.359271500E+00   0.513383415E+00   0.745485210E+00
    5  4728.000     4.340    -0.340  4757.856    -0.331   0.165285231E+01   0.227121765E+01   0.382506788E+01   0.311317914E-02   0.162567072E+00   0.474987653E+00
    6  4741.000     4.510    -0.110  4704.976    -0.089   0.184806090E+01   0.261883689E+01   0.444797721E+01   0.117458543E+00   0.333433084E+00   0.714695235E+00
    7  4732.000     4.630    -0.900  4732.002    -0.900   0.702973128E+00   0.111429796E+01   0.330927965E+01  -0.553287955E+00  -0.406096081E+00   0.276502347E+00
    8  4622.000     4.210     0.060  4622.094     0.060   0.207702493E+01   0.288022822E+01   0.475047420E+01   0.251576490E+00   0.461915311E+00   0.831101938E+00
    9  4604.000     4.390    -0.110  4603.993    -0.110   0.135648288E+01   0.197255062E+01   0.343674928E+01  -0.170488148E+00   0.157626430E-01   0.325555131E+00
   10  4674.000     4.420    -0.390  4654.157    -0.400   0.144847661E+01   0.208738656E+01   0.403240082E+01  -0.116601910E+00   0.722081926E-01   0.554773386E+00
   11  5470.000     4.390     0.090  5486.562     0.083   0.224335546E+01   0.245967820E+01   0.278586790E+01   0.349006245E+00   0.255201480E+00   0.750833622E-01
   12  4758.000     4.390    -0.090  4745.918    -0.056   0.197810274E+01   0.271091048E+01   0.439789905E+01   0.193631838E+00   0.378690208E+00   0.695424188E+00
   13  4594.000     4.320    -0.340  4598.693    -0.339   0.147977782E+01   0.212773898E+01   0.410801347E+01  -0.982669167E-01   0.920427019E-01   0.583870599E+00
   14  4895.000     4.410    -0.290  4916.759    -0.287   0.173993834E+01   0.218121663E+01   0.331814916E+01   0.541246833E-01   0.118328683E+00   0.279915506E+00
   15  5066.000     4.460    -0.170  5058.114    -0.189   0.191819371E+01   0.231073674E+01   0.321639467E+01   0.158539531E+00   0.181991973E+00   0.240758406E+00
   16  4815.000     4.360    -0.140  4870.573    -0.116   0.198123389E+01   0.256395185E+01   0.384161345E+01   0.195465940E+00   0.306455326E+00   0.481354709E+00
   17  4688.000     4.300    -0.030  4758.547    -0.067   0.202870330E+01   0.267851913E+01   0.416629192E+01   0.223271617E+00   0.362768820E+00   0.606297276E+00
   18  4646.000     4.540    -0.230  4635.998    -0.234   0.161586258E+01   0.229880065E+01   0.430659657E+01  -0.185539214E-01   0.176125002E+00   0.660289224E+00
   19  5405.000     4.430    -0.780  5411.798    -0.779   0.824971620E+00   0.860191324E+00   0.148103254E+01  -0.481826131E+00  -0.530997646E+00  -0.427042571E+00
   20  4816.000     4.430    -0.060  4782.710    -0.042   0.208767384E+01   0.276031638E+01   0.420624194E+01   0.257814195E+00   0.402974793E+00   0.621670818E+00
   21  6216.000     4.810    -1.390  6216.005    -1.390   0.111071830E+00   0.109472579E+00   0.251995087E+00  -0.900000000E+00  -0.900000000E+00  -0.900000000E+00
   22  4660.000     4.350    -0.190  4704.672    -0.141   0.181719110E+01   0.253110531E+01   0.433873310E+01   0.993762523E-01   0.290310197E+00   0.672655984E+00
   23  4717.000     4.690    -0.750  4717.047    -0.750   0.854646758E+00   0.137144744E+01   0.352014407E+01  -0.464443625E+00  -0.279698859E+00   0.357647062E+00
   24  4806.000     4.460    -0.080  4782.707    -0.055   0.205752631E+01   0.269025120E+01   0.413696961E+01   0.240154981E+00   0.368535509E+00   0.595013483E+00
   25  4804.000     4.440    -0.320  4803.246    -0.321   0.163892104E+01   0.224073826E+01   0.362180250E+01  -0.504720017E-02   0.147585474E+00   0.396767196E+00
   26  4911.000     4.440    -0.260  4945.741    -0.251   0.177111337E+01   0.223409329E+01   0.334637320E+01   0.723857658E-01   0.144319258E+00   0.290776664E+00
   27  4680.000     4.350    -0.340  4666.858    -0.274   0.161765465E+01   0.228988086E+01   0.420952718E+01  -0.175041986E-01   0.171740639E+00   0.622935042E+00
   28  4803.000     4.860    -0.830  4802.997    -0.830   0.624510065E+00   0.104759186E+01   0.339271790E+01  -0.599248471E+00  -0.438884269E+00   0.308611002E+00
   29  4615.000     4.330    -0.490  4614.996    -0.490   0.960785388E+00   0.165713537E+01   0.404800309E+01  -0.402271872E+00  -0.139274074E+00   0.560777442E+00
   30  4772.000     4.410     0.020  4717.943     0.021   0.213701137E+01   0.291194577E+01   0.459951501E+01   0.286714142E+00   0.477505504E+00   0.773009917E+00
   31  5389.000     4.370     0.090  5384.921     0.076   0.226259995E+01   0.253641389E+01   0.289996887E+01   0.360278896E+00   0.292919534E+00   0.118991627E+00
   32  4714.000     4.320    -0.380  4712.544    -0.309   0.169785087E+01   0.231069698E+01   0.396471062E+01   0.294715311E-01   0.181972430E+00   0.528724886E+00
   33  4640.000     4.410    -0.510  4642.692    -0.509   0.127969442E+01   0.189020461E+01   0.387220367E+01  -0.215467749E+00  -0.247130634E-01   0.493126419E+00
   34  5183.000     4.480    -0.410  5171.344    -0.420   0.149997539E+01   0.174520050E+01   0.249652871E+01  -0.864359902E-01  -0.959872366E-01  -0.362599652E-01
   35  4840.000     4.380    -0.110  4908.156    -0.113   0.204669383E+01   0.257265544E+01   0.378374764E+01   0.233809748E+00   0.310733419E+00   0.459086824E+00
   36  4665.000     4.190     0.010  4698.614     0.015   0.211215628E+01   0.287121185E+01   0.453268572E+01   0.272155026E+00   0.457483475E+00   0.747292711E+00
   37  4627.000     4.480    -0.290  4524.350    -0.304   0.148662332E+01   0.219387273E+01   0.425002358E+01  -0.942570973E-01   0.124549562E+00   0.638518842E+00
   38  4775.000     4.510    -0.140  4750.270    -0.119   0.194250539E+01   0.259719099E+01   0.412483723E+01   0.172780338E+00   0.322793429E+00   0.590344708E+00
   39  4622.000     4.380    -0.170  4623.652    -0.168   0.176241136E+01   0.245731912E+01   0.437924803E+01   0.672884773E-01   0.254041917E+00   0.688246914E+00
   40  4747.000     4.280    -0.170  4771.504    -0.160   0.194077075E+01   0.260842413E+01   0.407865255E+01   0.171764256E+00   0.328314878E+00   0.572571948E+00
   41  6011.000     4.410    -0.440  6015.493    -0.442   0.902089562E+00   0.845496547E+00   0.119093116E+01  -0.436653533E+00  -0.538220601E+00  -0.538679204E+00
   42  5312.000     4.390    -0.840  5311.733    -0.841   0.791250756E+00   0.894600036E+00   0.150224426E+01  -0.501578461E+00  -0.514084660E+00  -0.418879890E+00
   43  5975.000     4.460    -0.850  5975.372    -0.850   0.384153483E+00   0.407203221E+00   0.642786672E+00  -0.740039718E+00  -0.753655835E+00  -0.749615825E+00
   44  5313.000     4.400     0.170  5276.864     0.161   0.250578987E+01   0.287035390E+01   0.338812807E+01   0.502729799E+00   0.457061765E+00   0.306844747E+00
   45  5483.000     4.420     0.030  5476.775     0.036   0.212734578E+01   0.233814280E+01   0.265044969E+01   0.281052426E+00   0.195462931E+00   0.229718107E-01
   46  5449.000     4.420     0.390  5448.365     0.390   0.285040661E+01   0.319218582E+01   0.349344127E+01   0.704592466E+00   0.615252482E+00   0.347371307E+00
   47  5536.000     4.330     0.250  5547.361     0.256   0.253375435E+01   0.276530177E+01   0.295859688E+01   0.519110270E+00   0.405425272E+00   0.141552821E+00
   48  5731.000     4.480    -0.100  5737.430    -0.082   0.167825950E+01   0.174522158E+01   0.197594753E+01   0.179956922E-01  -0.959768751E-01  -0.236589692E+00
   49  5615.000     4.380     0.290  5616.516     0.299   0.259664867E+01   0.280067661E+01   0.293963656E+01   0.555951240E+00   0.422813142E+00   0.134256522E+00
   50  4738.000     4.460    -0.520  4735.143    -0.521   0.130264922E+01   0.184271485E+01   0.365108170E+01  -0.202021748E+00  -0.480558044E-01   0.408034399E+00
   51  6281.000     4.410    -0.360  6286.215    -0.362   0.744071711E+00   0.687020543E+00   0.863961730E+00  -0.529214053E+00  -0.616116642E+00  -0.664503377E+00
   52  5678.000     4.580    -0.560  5666.893    -0.567   0.936230970E+00   0.978524670E+00   0.134151570E+01  -0.416654865E+00  -0.472833010E+00  -0.480731354E+00
   53  4626.000     4.290    -0.450  4626.765    -0.449   0.128805270E+01   0.192684659E+01   0.408817843E+01  -0.210571804E+00  -0.670235438E-02   0.576237692E+00
   54  5221.000     4.480    -0.390  5194.972    -0.392   0.152295567E+01   0.176872273E+01   0.248376183E+01  -0.729750637E-01  -0.844253057E-01  -0.411729080E-01
   55  5911.000     4.390     0.080  5933.112     0.091   0.186399576E+01   0.187122818E+01   0.198062406E+01   0.126792545E+00  -0.340405877E-01  -0.234790072E+00
   56  5164.000     4.400     0.130  5153.404     0.121   0.249408727E+01   0.296575261E+01   0.366515515E+01   0.495874885E+00   0.503953293E+00   0.413450136E+00
   57  5657.000     4.310     0.280  5650.165     0.276   0.251528168E+01   0.268504496E+01   0.281249833E+01   0.508289720E+00   0.365976475E+00   0.853312677E-01
   58  5349.000     4.430    -0.090  5339.485    -0.093   0.198707723E+01   0.223498899E+01   0.269781356E+01   0.198888735E+00   0.144759523E+00   0.411983458E-01
   59  6185.000     4.590    -1.100  6184.967    -1.100   0.213901828E+00   0.225757260E+00   0.382810371E+00  -0.839766311E+00  -0.842842348E+00  -0.849659744E+00
   60  5987.000     4.230    -0.310  6052.449    -0.296   0.104132126E+01   0.100153978E+01   0.127268517E+01  -0.355097187E+00  -0.461520344E+00  -0.507218676E+00
