BD-050578       12  5470.00   4.39   0.79   0.09  0.427551142E+01  0.186599887E+01  0.491648409E+06  0.391868611E+06  0.121168471E+07  0.154551538E+07  0.149770502E+07  0.145621886E+07  0.141999073E+07  0.138748827E+07  0.133278685E+07  0.128539845E+07  0.124451539E+07  0.120821955E+07  0.117578997E+07  0.112310964E+07  0.107717013E+07  0.103730591E+07  0.100232803E+07
BD-053176       13  4758.00   4.39   0.82  -0.09  0.146948428E+01  0.944801053E+00  0.132464626E+07  0.124555633E+07  0.214497371E+07  0.302402270E+07  0.288379207E+07  0.277019722E+07  0.268169988E+07  0.261335959E+07  0.245444020E+07  0.232507436E+07  0.222018914E+07  0.213725681E+07  0.207341669E+07  0.193038102E+07  0.181490028E+07  0.171990199E+07  0.164417797E+07
BD-053596       14  4594.00   4.32   0.27  -0.34  0.204269067E+01  0.641525977E+00  0.629718674E+06  0.551263703E+06  0.729628879E+06  0.103464623E+07  0.982311319E+06  0.940286307E+06  0.907183928E+06  0.881706347E+06  0.823359340E+06  0.775496329E+06  0.736773156E+06  0.705338771E+06  0.680493486E+06  0.627072222E+06  0.582545042E+06  0.545327970E+06  0.514066609E+06
BD-054065       15  4895.00   4.41   0.42  -0.29  0.676965389E+01  0.103873140E+01  0.544375242E+06  0.367599446E+06  0.779989042E+06  0.109746680E+07  0.104983736E+07  0.100973703E+07  0.976811256E+06  0.949868469E+06  0.896068943E+06  0.850964000E+06  0.813625449E+06  0.782690824E+06  0.756985235E+06  0.708311248E+06  0.667454031E+06  0.633450237E+06  0.604857902E+06
BD-060904       16  5066.00   4.46   0.46  -0.17  0.318390213E+01  0.123980329E+01  0.107841887E+07  0.893426032E+06  0.181106254E+07  0.249857359E+07  0.240170492E+07  0.232048921E+07  0.225163907E+07  0.219373331E+07  0.208359695E+07  0.199034487E+07  0.191219254E+07  0.184638448E+07  0.179014398E+07  0.168753552E+07  0.160137315E+07  0.152854394E+07  0.146667492E+07
BD-063481       17  4815.00   4.36   0.41  -0.14  0.135585347E+01  0.107046371E+01  0.252945349E+07  0.244554702E+07  0.389309896E+07  0.532884048E+07  0.509749971E+07  0.490909574E+07  0.475756095E+07  0.464117470E+07  0.437768454E+07  0.415868287E+07  0.398202755E+07  0.384129772E+07  0.372817579E+07  0.348772872E+07  0.328965315E+07  0.312690856E+07  0.299619115E+07
BD-064196       18  4688.00   4.30   0.42  -0.03  0.313796939E+01  0.990450833E+00  0.676249769E+06  0.555127987E+06  0.106424561E+07  0.142702779E+07  0.136333195E+07  0.131201654E+07  0.127343167E+07  0.124492302E+07  0.117127325E+07  0.111161591E+07  0.106424561E+07  0.102698406E+07  0.999800401E+06  0.932176312E+06  0.876908552E+06  0.832187542E+06  0.796592575E+06
BD-064756       19  4646.00   4.54   0.70  -0.23  0.138405795E+01  0.648284918E+00  0.142118148E+07  0.132974980E+07  0.174842714E+07  0.272948202E+07  0.259250440E+07  0.248285553E+07  0.239622912E+07  0.233047454E+07  0.217686979E+07  0.205258454E+07  0.195095950E+07  0.187074585E+07  0.180739749E+07  0.166926371E+07  0.155396992E+07  0.146084990E+07  0.138355607E+07
BD-082534       20  5405.00   4.43   0.41  -0.78  0.259921811E+01  0.100835801E+01  0.576613429E+07  0.499726644E+07  0.678470494E+07  0.979557772E+07  0.938820258E+07  0.901610422E+07  0.867101171E+07  0.834315037E+07  0.792694060E+07  0.754764397E+07  0.719910522E+07  0.687826200E+07  0.656484463E+07  0.619105380E+07  0.585332744E+07  0.554071971E+07  0.524872917E+07
BD-082823       21  4816.00   4.43   0.81  -0.06  0.861640829E+00  0.103544752E+01  0.169640442E+08  0.174432888E+08  0.286127699E+08  0.403210692E+08  0.385452700E+08  0.370927525E+08  0.359331214E+08  0.350320000E+08  0.329971428E+08  0.313325547E+08  0.299764220E+08  0.288969989E+08  0.280472031E+08  0.261963584E+08  0.246797559E+08  0.234438363E+08  0.224456307E+08
BD-084501       22  6216.00   4.81   2.36  -1.39  0.863913823E+01  0.426330165E+00  0.653119840E+06  0.492299979E+06  0.313140685E+06  0.674615091E+06  0.636382307E+06  0.601221235E+06  0.568501262E+06  0.537668145E+06  0.502819939E+06  0.471723539E+06  0.443053902E+06  0.416506971E+06  0.391021162E+06  0.363096687E+06  0.337920062E+06  0.315245872E+06  0.293991269E+06
BD-090872       23  4660.00   4.35   0.77  -0.19  0.100745685E+02  0.787309173E+00  0.457528955E+06  0.287910295E+06  0.645578547E+06  0.919868590E+06  0.874366210E+06  0.837621829E+06  0.808701965E+06  0.786575353E+06  0.735614605E+06  0.693605918E+06  0.659978403E+06  0.633115467E+06  0.612132921E+06  0.565939398E+06  0.527947754E+06  0.496589693E+06  0.471009637E+06
BD-091261       24  4717.00   4.69   0.92  -0.75  0.910878306E+00  0.366738303E+00  0.184732201E+07  0.174104122E+07  0.142301875E+07  0.280776083E+07  0.264598422E+07  0.251030211E+07  0.239339007E+07  0.229114446E+07  0.212494804E+07  0.198335232E+07  0.186425779E+07  0.176102211E+07  0.167027296E+07  0.153091539E+07  0.141230926E+07  0.131147473E+07  0.122410015E+07
BD-092670       25  4806.00   4.46   0.51  -0.08  0.604220878E+01  0.104371146E+01  0.407643048E+06  0.286486822E+06  0.638781758E+06  0.898963689E+06  0.860067010E+06  0.828549392E+06  0.803319568E+06  0.784317892E+06  0.739801606E+06  0.703387525E+06  0.673747656E+06  0.650243235E+06  0.632036153E+06  0.591277606E+06  0.558053474E+06  0.530798581E+06  0.508857223E+06
BD-094191       26  4804.00   4.44   0.63  -0.32  0.105814533E+01  0.836851293E+00  0.533757659E+06  0.520224286E+06  0.719849882E+06  0.105063781E+07  0.100135253E+07  0.960537072E+06  0.926901581E+06  0.899793978E+06  0.844933017E+06  0.799268433E+06  0.761537992E+06  0.730737867E+06  0.705337127E+06  0.656346405E+06  0.615548941E+06  0.581802963E+06  0.553544310E+06
BD-112763       27  4911.00   4.44   0.38  -0.26  0.359943761E+01  0.105584114E+01  0.151232714E+07  0.120015624E+07  0.220082440E+07  0.310587305E+07  0.297311435E+07  0.286282124E+07  0.277130036E+07  0.269700330E+07  0.254649718E+07  0.242163972E+07  0.231659995E+07  0.223083298E+07  0.215943194E+07  0.202340918E+07  0.190957146E+07  0.181411181E+07  0.173439639E+07
BD-120327       28  4680.00   4.35   0.57  -0.34  0.292615411E+01  0.805046091E+00  0.475746163E+06  0.390105694E+06  0.598725671E+06  0.858528119E+06  0.815768811E+06  0.781332056E+06  0.752965903E+06  0.730964046E+06  0.683412968E+06  0.644387373E+06  0.612185102E+06  0.586520151E+06  0.565638735E+06  0.522834212E+06  0.487361429E+06  0.457950653E+06  0.433438342E+06
BD-123458       29  4803.00   4.86   0.43  -0.83  0.128511035E+01  0.314607977E+00  0.185717438E+07  0.169140460E+07  0.120750850E+07  0.256669009E+07  0.243012723E+07  0.231177745E+07  0.220795212E+07  0.211641980E+07  0.197444475E+07  0.185219267E+07  0.174645538E+07  0.165381538E+07  0.157134258E+07  0.145022312E+07  0.134635023E+07  0.125604978E+07  0.117732961E+07
BD-130116       30  4615.00   4.33   0.61  -0.49  0.645699460E+00  0.334495040E+00  0.195740381E+07  0.188975782E+07  0.217197459E+07  0.317438032E+07  0.300755275E+07  0.286936559E+07  0.275726614E+07  0.266699521E+07  0.248348663E+07  0.233145638E+07  0.220616085E+07  0.210119114E+07  0.201485206E+07  0.185003376E+07  0.171261192E+07  0.159587639E+07  0.149664262E+07
BD-130321       31  4772.00   4.41   0.78   0.02  0.985926213E+00  0.100343916E+01  0.527210917E+07  0.530041079E+07  0.915766908E+07  0.127439982E+08  0.121828042E+08  0.117310132E+08  0.113748477E+08  0.111103693E+08  0.104646309E+08  0.993773717E+07  0.951787345E+07  0.918551213E+07  0.893345177E+07  0.834710203E+07  0.786918177E+07  0.748175294E+07  0.717361101E+07
BD-131161       32  5389.00   4.37   0.68   0.09  0.310470080E+01  0.179187594E+01  0.984676903E+06  0.859771762E+06  0.232548582E+07  0.295672674E+07  0.286417338E+07  0.278367592E+07  0.271407847E+07  0.265272865E+07  0.254578167E+07  0.245419946E+07  0.237457020E+07  0.230573664E+07  0.224597784E+07  0.214221326E+07  0.205273480E+07  0.197642228E+07  0.190943954E+07
BD-140184       33  4714.00   4.32   0.76  -0.38  0.770402712E+01  0.819433881E+00  0.944351564E+06  0.631996935E+06  0.123691577E+07  0.176615564E+07  0.167685477E+07  0.160277180E+07  0.154305940E+07  0.149524221E+07  0.139686507E+07  0.131577711E+07  0.124890958E+07  0.119411930E+07  0.114900269E+07  0.106234685E+07  0.989869660E+06  0.929973088E+06  0.880190707E+06
BD-145003       34  4640.00   4.41   0.35  -0.51  0.616367596E+01  0.579425365E+00  0.360793911E+06  0.255504797E+06  0.377752184E+06  0.566108844E+06  0.537142963E+06  0.513256066E+06  0.493766378E+06  0.477843825E+06  0.446098764E+06  0.419661279E+06  0.397643743E+06  0.379398888E+06  0.364186380E+06  0.335753603E+06  0.311437961E+06  0.290935553E+06  0.273470614E+06
BD-160308       35  5183.00   4.48   0.51  -0.41  0.204055717E+01  0.115118978E+01  0.168079412E+07  0.152901232E+07  0.251469167E+07  0.357362702E+07  0.343260959E+07  0.330964970E+07  0.320069421E+07  0.310161556E+07  0.294775933E+07  0.281353298E+07  0.269525100E+07  0.259155025E+07  0.249781870E+07  0.235501950E+07  0.223083441E+07  0.212299089E+07  0.202579035E+07
BD-160931       36  4840.00   4.38   0.46  -0.11  0.684996864E+01  0.112457214E+01  0.403143408E+06  0.270625238E+06  0.642265005E+06  0.880277566E+06  0.842653044E+06  0.811839068E+06  0.787519205E+06  0.768227121E+06  0.725417732E+06  0.689946828E+06  0.661135087E+06  0.637948967E+06  0.619753210E+06  0.580435143E+06  0.548085234E+06  0.521631187E+06  0.499868358E+06
BD-170063       37  4665.00   4.19   0.57   0.01  0.901408295E+00  0.100168422E+01  0.418495083E+07  0.425865139E+07  0.712462089E+07  0.912397427E+07  0.871431226E+07  0.838490018E+07  0.813263001E+07  0.795099170E+07  0.747515822E+07  0.709084872E+07  0.678368007E+07  0.654435116E+07  0.636823478E+07  0.593012163E+07  0.557393977E+07  0.528340674E+07  0.505236280E+07
BD-173242       38  4627.00   4.48   0.31  -0.29  0.676730492E+01  0.615467467E+00  0.666387762E+06  0.469626114E+06  0.771806546E+06  0.115158404E+07  0.109480859E+07  0.104873354E+07  0.101292412E+07  0.986072538E+06  0.922033926E+06  0.869720503E+06  0.827613374E+06  0.793806056E+06  0.766811944E+06  0.708714871E+06  0.660149691E+06  0.620179860E+06  0.586795922E+06
BD-195953       39  4775.00   4.51   0.71  -0.14  0.296744389E+01  0.926663895E+00  0.493564514E+06  0.408028495E+06  0.733093507E+06  0.107709738E+07  0.102726600E+07  0.987208079E+06  0.955098622E+06  0.930665333E+06  0.874427834E+06  0.828716352E+06  0.791544572E+06  0.761529167E+06  0.738325525E+06  0.687885900E+06  0.646797282E+06  0.612986736E+06  0.585635668E+06
BD-213153       40  4622.00   4.38   0.76  -0.17  0.545236642E+00  0.702711795E+00  0.497420695E+07  0.508560903E+07  0.682357760E+07  0.986290147E+07  0.936602695E+07  0.897219824E+07  0.866131599E+07  0.843007944E+07  0.787596622E+07  0.742304708E+07  0.705898118E+07  0.677109489E+07  0.654908765E+07  0.604379229E+07  0.562969412E+07  0.528778112E+07  0.500891911E+07
BD-223528       41  4747.00   4.28   0.63  -0.17  0.410311108E+01  0.100165181E+01  0.713677213E+06  0.545669747E+06  0.109883438E+07  0.148861841E+07  0.141899646E+07  0.136255986E+07  0.131841393E+07  0.128394100E+07  0.120583701E+07  0.114152786E+07  0.108940999E+07  0.104795752E+07  0.101575439E+07  0.945784768E+06  0.887882931E+06  0.840746319E+06  0.802493620E+06
CD-436810       42  6011.00   4.41   1.09  -0.44  0.397376010E+01  0.175058389E+01  0.211144483E+07  0.176808269E+07  0.406801015E+07  0.544576017E+07  0.526202314E+07  0.509181425E+07  0.492978152E+07  0.477266780E+07  0.458153845E+07  0.440519519E+07  0.424041031E+07  0.408298217E+07  0.393089946E+07  0.375248194E+07  0.358942671E+07  0.343495347E+07  0.328866622E+07
CD-452997       43  5312.00   4.39   0.24  -0.84  0.261961941E+01  0.976809301E+00  0.559677293E+06  0.482240414E+06  0.613285371E+06  0.881860046E+06  0.844095512E+06  0.809681771E+06  0.777389180E+06  0.746667475E+06  0.707724003E+06  0.672622131E+06  0.640677570E+06  0.610185793E+06  0.581558894E+06  0.547010920E+06  0.515669050E+06  0.486957645E+06  0.460067825E+06
CD-571633       44  5975.00   4.46   1.14  -0.85  0.463574463E+01  0.972324382E+00  0.289789578E+07  0.229783957E+07  0.357937243E+07  0.523980280E+07  0.502234220E+07  0.482361769E+07  0.463340524E+07  0.445261611E+07  0.423609605E+07  0.403758302E+07  0.385368260E+07  0.367980409E+07  0.351299087E+07  0.332098287E+07  0.314611026E+07  0.298256251E+07  0.282817608E+07
HD10002         45  5313.00   4.40   0.82   0.17  0.276985636E+01  0.183315373E+01  0.100403273E+08  0.906341211E+07  0.245755773E+08  0.317098092E+08  0.306729094E+08  0.297923564E+08  0.290483498E+08  0.284135558E+08  0.272051506E+08  0.261783141E+08  0.253072019E+08  0.245755773E+08  0.239486952E+08  0.227918296E+08  0.218027326E+08  0.209643259E+08  0.202633155E+08
HD100289        46  5483.00   4.42   0.70   0.03  0.281195592E+01  0.183598625E+01  0.192981270E+07  0.173875518E+07  0.451117595E+07  0.580607351E+07  0.562797805E+07  0.547138421E+07  0.533307266E+07  0.520788754E+07  0.500513590E+07  0.482931539E+07  0.467429630E+07  0.453706892E+07  0.441337165E+07  0.421754184E+07  0.404550447E+07  0.389518999E+07  0.376261128E+07
HD100508        47  5449.00   4.42   0.86   0.39  0.250136650E+01  0.217714089E+01  0.602898193E+08  0.582091367E+08  0.174796443E+09  0.219498906E+09  0.213171410E+09  0.207838074E+09  0.203224995E+09  0.199334288E+09  0.191895396E+09  0.185556254E+09  0.180136664E+09  0.175575134E+09  0.171756958E+09  0.164399300E+09  0.158156064E+09  0.152870011E+09  0.148429602E+09
HD100777        48  5536.00   4.33   0.81   0.25  0.265941339E+01  0.219966634E+01  0.849981842E+07  0.808181605E+07  0.237051177E+08  0.292361042E+08  0.283890133E+08  0.276574532E+08  0.270192395E+08  0.264573809E+08  0.254850792E+08  0.246366868E+08  0.239042247E+08  0.232681276E+08  0.227140546E+08  0.217537473E+08  0.209272510E+08  0.202071967E+08  0.195901878E+08
HD101339        49  5731.00   4.48   0.88  -0.10  0.268553147E+01  0.186453384E+01  0.294309094E+07  0.270583530E+07  0.677367318E+07  0.893407509E+07  0.866566425E+07  0.841931299E+07  0.819180493E+07  0.797798140E+07  0.767963195E+07  0.741478498E+07  0.717143862E+07  0.694597222E+07  0.673472391E+07  0.644747881E+07  0.619074161E+07  0.595718202E+07  0.573972811E+07
HD101367        50  5615.00   4.38   0.91   0.29  0.296014894E+01  0.232207499E+01  0.116886471E+07  0.109351094E+07  0.341303483E+07  0.423892477E+07  0.412118197E+07  0.401825552E+07  0.392630235E+07  0.384529932E+07  0.370918358E+07  0.358982285E+07  0.348650833E+07  0.339592621E+07  0.331458190E+07  0.317998273E+07  0.306301275E+07  0.296151337E+07  0.287204401E+07
HD101581        51  4738.00   4.46   0.66  -0.52  0.215781155E+01  0.648221920E+00  0.132558165E+08  0.114987618E+08  0.149892938E+08  0.229672426E+08  0.218020055E+08  0.208251942E+08  0.200088997E+08  0.193313728E+08  0.180714696E+08  0.170150809E+08  0.161310939E+08  0.153884304E+08  0.147462191E+08  0.136414081E+08  0.127193978E+08  0.119359235E+08  0.112752165E+08
HD101612        52  6281.00   4.41   1.17  -0.36  0.357703188E+01  0.170263289E+01  0.194938081E+07  0.168220467E+07  0.405261612E+07  0.533474305E+07  0.516365656E+07  0.500503455E+07  0.485310463E+07  0.470723601E+07  0.453019386E+07  0.436637150E+07  0.421339700E+07  0.406637520E+07  0.392568214E+07  0.375954673E+07  0.360538660E+07  0.346214909E+07  0.332518815E+07
HD101644        53  5678.00   4.58   0.72  -0.56  0.191558975E+01  0.123516930E+01  0.759430639E+07  0.710742800E+07  0.111360852E+08  0.164336463E+08  0.158420037E+08  0.152879825E+08  0.147778873E+08  0.142768648E+08  0.136611085E+08  0.130940362E+08  0.125720305E+08  0.120801160E+08  0.116011917E+08  0.110278979E+08  0.105062113E+08  0.100225231E+08  0.956193377E+07
HD101650        54  4626.00   4.29   0.11  -0.45  0.515605547E+00  0.611176848E+00  0.352156783E+07  0.358245847E+07  0.394702812E+07  0.553843180E+07  0.525963771E+07  0.503176789E+07  0.484825995E+07  0.470264394E+07  0.439485584E+07  0.413867228E+07  0.392801813E+07  0.375607753E+07  0.361420162E+07  0.333332557E+07  0.309569885E+07  0.289639476E+07  0.272938473E+07
HD10166         55  5221.00   4.48   0.74  -0.39  0.103873870E+02  0.119452393E+01  0.132234642E+07  0.771172657E+06  0.210855740E+07  0.300810819E+07  0.288936011E+07  0.278488111E+07  0.269114532E+07  0.260626856E+07  0.247652229E+07  0.236282388E+07  0.226248561E+07  0.217404536E+07  0.209270212E+07  0.197212567E+07  0.186872463E+07  0.177657571E+07  0.169394511E+07
HD10180         56  5911.00   4.39   1.11   0.08  0.277018112E+01  0.225609983E+01  0.571450563E+09  0.544675443E+09  0.162635531E+10  0.204482073E+10  0.198762785E+10  0.193540445E+10  0.188711510E+10  0.184123504E+10  0.177881220E+10  0.172186181E+10  0.166994176E+10  0.162170157E+10  0.157518844E+10  0.151420137E+10  0.145884837E+10  0.140841878E+10  0.136158348E+10
HD101930        57  5164.00   4.40   0.91   0.13  0.167346269E+01  0.162095849E+01  0.403617791E+08  0.402059941E+08  0.929094940E+08  0.122650927E+09  0.118217446E+09  0.114526599E+09  0.111463849E+09  0.108943415E+09  0.103811416E+09  0.994997339E+08  0.958960118E+08  0.929094940E+08  0.904847631E+08  0.856178881E+08  0.815413750E+08  0.781396759E+08  0.753007004E+08
HD102117        58  5657.00   4.31   0.99   0.28  0.281410456E+01  0.244063383E+01  0.677106023E+08  0.651313708E+08  0.205950494E+09  0.251260982E+09  0.244276167E+09  0.238098851E+09  0.232656300E+09  0.227723225E+09  0.219683484E+09  0.212701967E+09  0.206527870E+09  0.201091375E+09  0.196173111E+09  0.188272036E+09  0.181299981E+09  0.175301237E+09  0.169929791E+09
HD102136        59  5349.00   4.43   0.75  -0.09  0.594231892E+01  0.157559527E+01  0.644872945E+06  0.457912973E+06  0.134492858E+07  0.178369521E+07  0.172328937E+07  0.167078151E+07  0.162433831E+07  0.158253300E+07  0.151404263E+07  0.145485290E+07  0.140290116E+07  0.135739878E+07  0.131678681E+07  0.125132410E+07  0.119466197E+07  0.114533544E+07  0.110187019E+07
HD102200        60  6185.00   4.59   1.52  -1.10  0.109732093E+02  0.712611199E+00  0.548047243E+07  0.374261588E+07  0.460579197E+07  0.768758973E+07  0.732456586E+07  0.698652860E+07  0.667222919E+07  0.637363835E+07  0.602336201E+07  0.570105115E+07  0.541152866E+07  0.513924351E+07  0.487651252E+07  0.457818253E+07  0.430759368E+07  0.405965500E+07  0.382670061E+07
HD102300        61  5987.00   4.23   1.14  -0.31  0.352238784E+01  0.194590978E+01  0.169441264E+07  0.148317369E+07  0.392598539E+07  0.485871223E+07  0.470147821E+07  0.455670838E+07  0.441959520E+07  0.428809430E+07  0.412195254E+07  0.396959579E+07  0.382783670E+07  0.369340394E+07  0.356369771E+07  0.340683242E+07  0.326323680E+07  0.313065040E+07  0.300255137E+07
HD102438        63  5560.00   4.41   0.84  -0.29  0.220008666E+01  0.156331578E+01  0.246689015E+09  0.230859717E+09  0.484885298E+09  0.647398808E+09  0.625303997E+09  0.605459026E+09  0.586890799E+09  0.569615334E+09  0.545523327E+09  0.523953221E+09  0.504467593E+09  0.486671259E+09  0.469701732E+09  0.446958533E+09  0.426798316E+09  0.408380201E+09  0.391453426E+09
HD102843        64  5432.00   4.35   0.79   0.16  0.375733756E+01  0.195704987E+01  0.748594034E+06  0.625596569E+06  0.191163171E+07  0.240479915E+07  0.233078294E+07  0.226647903E+07  0.221169693E+07  0.216293994E+07  0.207771569E+07  0.200354887E+07  0.193989661E+07  0.188518057E+07  0.183763764E+07  0.175404580E+07  0.168256311E+07  0.162084579E+07  0.156772116E+07
HD103197        65  5250.00   4.45   0.84   0.22  0.205361610E+01  0.178912229E+01  0.152200804E+08  0.147778792E+08  0.372349721E+08  0.488376014E+08  0.471930890E+08  0.458178301E+08  0.446762370E+08  0.437298493E+08  0.418135439E+08  0.401842539E+08  0.388396220E+08  0.377171127E+08  0.367949179E+08  0.349444396E+08  0.333965595E+08  0.321010996E+08  0.310178636E+08
HD103720        66  5017.00   4.43   0.90  -0.02  0.158997443E+01  0.133086760E+01  0.612227859E+07  0.595984793E+07  0.120931163E+08  0.165876818E+08  0.159256299E+08  0.153771768E+08  0.149229168E+08  0.145511953E+08  0.137974682E+08  0.131636302E+08  0.126363448E+08  0.122035042E+08  0.118488387E+08  0.111494165E+08  0.105598126E+08  0.100756811E+08  0.967429591E+07
HD103891        67  6072.00   4.05   1.50  -0.19  0.349596251E+01  0.244785675E+01  0.191683819E+08  0.176023865E+08  0.560959421E+08  0.646889423E+08  0.626524350E+08  0.607603968E+08  0.589488757E+08  0.572128996E+08  0.550262194E+08  0.530341594E+08  0.511726168E+08  0.494013839E+08  0.476930607E+08  0.456200281E+08  0.437358789E+08  0.419753439E+08  0.403115752E+08
HD103949        68  4881.00   4.48   0.49  -0.07  0.327784397E+01  0.109524499E+01  0.505702740E+07  0.408813952E+07  0.827010438E+07  0.115624715E+08  0.110843124E+08  0.106936986E+08  0.103801240E+08  0.101337713E+08  0.958465170E+07  0.913155583E+07  0.876384139E+07  0.846322459E+07  0.822828620E+07  0.772239130E+07  0.730525063E+07  0.696456003E+07  0.668478663E+07
HD104006        69  5023.00   4.56   0.15  -0.78  0.134937228E+01  0.838748099E+00  0.218818639E+08  0.206411522E+08  0.207938577E+08  0.336076333E+08  0.320529661E+08  0.306533084E+08  0.294170507E+08  0.282609176E+08  0.266194464E+08  0.251714283E+08  0.238817050E+08  0.227379954E+08  0.216688569E+08  0.202292119E+08  0.189669946E+08  0.178357192E+08  0.168238424E+08
HD104067        70  4969.00   4.47   0.98  -0.06  0.124255485E+01  0.123592886E+01  0.154400913E+09  0.154701343E+09  0.289838542E+09  0.409303777E+09  0.392250441E+09  0.377927456E+09  0.366206426E+09  0.356617088E+09  0.337178529E+09  0.320920556E+09  0.307402926E+09  0.296391570E+09  0.287214399E+09  0.269467209E+09  0.254604602E+09  0.242308551E+09  0.232168441E+09
HD104263        71  5477.00   4.34   0.81   0.02  0.244211984E+01  0.190528617E+01  0.416708405E+08  0.393217736E+08  0.101027817E+09  0.127627228E+09  0.123632225E+09  0.120156051E+09  0.117072397E+09  0.114236449E+09  0.109709063E+09  0.105771849E+09  0.102289442E+09  0.992292466E+08  0.964293754E+08  0.920519246E+08  0.882440450E+08  0.848955623E+08  0.819412290E+08
HD104760A       72  5953.00   4.43   1.02   0.12  0.433780791E+01  0.227050198E+01  0.175017881E+07  0.147739615E+07  0.498852159E+07  0.628800956E+07  0.611935206E+07  0.596338561E+07  0.581973756E+07  0.568325930E+07  0.549744891E+07  0.532921500E+07  0.517418896E+07  0.503023088E+07  0.489386150E+07  0.471105239E+07  0.454549038E+07  0.439485933E+07  0.425388995E+07
HD104800        73  5697.00   4.47   0.87  -0.79  0.201242539E+01  0.116275689E+01  0.285676329E+08  0.263497499E+08  0.360626492E+08  0.528294036E+08  0.506941252E+08  0.486952058E+08  0.468219141E+08  0.450053882E+08  0.428309489E+08  0.408337598E+08  0.389884217E+08  0.372433345E+08  0.355457825E+08  0.336144423E+08  0.318173066E+08  0.301573474E+08  0.285936301E+08
