           3
 Sunsky_NewMix_neu_hgh
 Sunsky_NewMix_neu_med
 Sunsky_NewMix_neu_low
           6           6           6
  0.11107183000000000        3.1840032500000000        1.6475375400000001        1.7071841222222219     
  0.10947257900000000        3.7714918800000001        1.9404822295000002        2.0344551672222222     
  0.25199508700000001        4.9295141999999998        2.5907546435000000        2.5986217294444445     
   1670141216.1054685        724083452.22071099       -1177318263.5110106       -558242984.77353024       -627251139.33917081        4474312356.6865654        489547007.71578056     
  -1162961160.6513553       -3605851904.6960521       -3185618040.0299339        6014462933.7376518       -258660234.47112900       -1508576740.4491522       -1264575744.6592529     
  -2615875363.1266994        8209337983.5834284       -1315660383.1145644        1789124983.2469809        1258469010.3913403        7947291426.0354910        1159467922.6573622     
  -316090293.99043167       -1951588093.0630803       -317729975.53076392       -2140161724.3153815        419465789.96283168       -2789729620.4370074       -689743598.34240401     
  -1515270966.7701018        3949000964.4465857        2581954408.4345183        239043523.05397314        1960473421.5215051        2687550174.4389696        417836018.63851243     
  -51598450.177753299       -38959790.312002860       -373571645.53270352       -456968741.26744390        512783.88772803935       -613795387.84579957       -3233964.9278226257     
  -39499042.403293468        650793053.34751523        402237795.51959908       -215457603.96507087        224715034.86717659        64136128.989723355        11004028.741205061     
  -2808808467.2976222        3320813526.7878122       -330077143.07431626       -8229443913.5581255       -687952622.76308262        122504224.86333840        1058685015.6758449     
   486348754.73942584        3203538123.7451429        5380107024.2002592        2224368919.3259797        3847932157.0376439       -15461458749.760696       -1675412813.4080472     
  -3775606253.2991638       -214175894.13546467       -1576263982.6354201       -5289877863.3707609       -1165187351.2019777        3075960192.5774102        2130296501.9226184     
   6263458098.6248083       -7228337438.1427326       -2386946846.5125914       -1717543824.9203811       -2931916865.3043141       -9872508703.2721920       -1645531341.2309535     
  -3642809001.7586541        4801987307.4444923       -3649853676.7317567        4349245092.1037960       -1573822184.8908894        3297108854.5315199        257137065.97102514     
  -812623657.25827813        1918649575.7087624       -4767938806.9269524        2153699209.8062978       -1870175442.9496918       -1118635010.3887129       -184088021.74665284     
  -1064309008.8003814        576681671.81887770       -621108935.01406610        132345108.03474165        44652527.828375734        136037674.35914922       -4960187.7263855524     
   1203345554.4604709       -2029059092.0489373        2648593601.6113157       -3040059137.8675480       -2519530498.5902314        4293221207.7631221        487435572.33206201     
   3355562311.9916272       -4635875466.2922134        2251586938.4364758        7242824599.9572601        6268752009.5670815        789673137.17095077       -1282148792.3666413     
  -3924964773.3932452        3717091648.4838543        4661824869.2650290       -1790208569.5028253       -891415389.71006978        8381104328.6063061        1345552652.3921733     
   4312880863.9436207       -5275717428.1788092        5661361533.5785580       -3469445787.6504903        4404849295.7193499       -2536454356.0260572       -715349521.98244655     
  -1321060573.3235028       -36209336.127943851        5685833808.4681950       -2071441510.4284077        1594096664.5000165        2821570554.2724910        497192077.23319662     
   1274211785.3938830       -662544453.72128820        1118788400.7017691       -434060904.04027730        770239377.87376869       -582923116.99186456        18838802.277865782     
  -31878065.670591470        100984165.24338338        541834693.03659797       -549543965.97847593        140524790.13940945        40343427.200070165        12940040.036431201     
   1392636880.8245816        2521958139.7779155        3511870761.8804660       -3106408524.8931465       -2911837891.9158649       -1663853192.0275412        201176410.38334978     
   608795.82652478304       -9554499269.1866817       -8012641244.0525475       -1586621800.8075540        4927243270.5858202       -3683310414.6344976       -368912877.60212952     
   344401370.18103594        3874491267.3095169        2268597445.6091976       -1642597767.7394946       -4723469963.1601334       -984077822.06215978        584398839.09216869     
   1222378376.9140050       -5709290649.8415146       -6370835572.5031633       -1029057652.8919432        660302493.10688972       -2880800435.0667610       -577243089.10998094     
  -1682857972.9630790        4899883826.7761145       -1604444716.8734090        1788215871.5872850       -2353296472.3382363        798960928.09688342       -23311044.220999908     
  -973681267.50401628        962123260.75401318       -2894379175.1373572        1214568474.7483132       -355591272.39558762       -136021397.71873376       -60407694.332466058     
  -324520393.79659903        509181338.07509470       -123265780.18442065       -18665513.954404268       -129418535.58227502        23968646.113580979       -2668289.9270986365     
  -1726115204.9964964        1075528795.6651630        1595677408.8741267        30047785.185740743       -1880435087.9555771       -24468109.172170587        5686123.8359569237     
   1320319549.5134919        3823812276.4659657       -998207330.56062305        3760152745.7751384        4851395328.2237320        2182090100.2619328        17106510.747104559     
  -2841190216.2931828        1225919020.1086438        3066266621.0962644        128163723.67079043       -1960946867.4550865        755580106.81108999        214440313.52143875     
   3130072798.6287136       -2040146058.9807708        2993680025.7371478       -593629881.35922241        3192999324.9539332        25518645.095283158        5936493.3727674959     
   38161101.361478344       -2265317478.3181391        2459447248.3149614       -1238863893.3905122       -90436996.455813602        170123373.57866567        84007794.102156222     
   975314487.75151312       -426389319.95884943        838515620.56780660        139142671.69854283        574686373.48848498       -18593050.068464637        25324114.336770505     
  -13802640.477156959       -306414647.81423551        43581364.295385443       -194551761.08296940       -24889112.603584927       -26202337.557745446        1260544.6942114776     
  -2071583435.4820144       -3171677486.6548686       -1874787946.1478202       -1821262843.6132324       -1569047818.0047848       -753866731.62875116       -75559822.982108787     
   3454162037.9828644        5103905325.2785358        1563698336.9711342        1940750855.5704556        2118955386.5234354        483232184.59141016        64510955.434935756     
  -3497191006.9238024       -3306310713.5616608       -3513322940.4260530       -1974194592.1071539       -2335031434.6813684       -795150459.83522964       -48483889.635703541     
   1206154572.8310900        2771060509.0145235        138158422.78362760        1036338915.8018353        761054183.65815425        2142125.2399649774       -41899617.741931573     
  -1375400720.0449929        237201384.57318446       -1527633044.8661604       -176415232.01070914       -824675666.83336687       -21575401.604726821       -56929355.850961417     
  -126376221.06008410        878752120.53983152       -219346381.40950829        481119887.15361327        36131955.257392384        88209568.914025053       -2509862.9423603956     
  -53037530.407102242        70105455.456872508       -53028838.631082274        10416773.566271337       -19351926.990971059        847072.98156982171       -150754.74333602955     
  -337085429.81076998       -1155912263.5953796       -199806325.75900623       -534999725.97200704       -274923292.38868725       -170466565.39446601       -10241016.184978673     
   1313425392.9226589        1118419741.5158186        1497497683.1886823        765946869.44500566        871214251.30400574        327877516.90119451        59671536.953499995     
  -311743735.87802625       -1320315787.2902498       -104340854.81309804       -582672454.20098519       -309320616.48101348       -109601231.30738434        5242278.3103845417     
   682111416.59860182       -407358107.49718148        856037895.88397980       -67517051.703968808        421505848.60238850        5974969.5133162150        34876005.451339640     
   176855421.08278269       -591185323.33058071        246924473.05828109       -317457008.94735104        10616226.996060004       -66556362.523842700        1076166.2324176405     
   61890400.038963802       -101764942.34906995        72428208.106077120       -27784131.453897718        25674134.954831123       -961391.91038619599        200557.19057924513     
   4423101.2862984268       -5837038.1783972960        5624119.9035826605       -2300198.0517442385        330863.70244074235       -17786.471752155954        13444.562276068953     
   111688.74954577455       -5226361.7592000440        567243.72889141575       -2755977.3823015913        127876.68847381511        1497391.5502904777       -176451.68314490415     
  -6826810.2152313245        13784006.754105784       -25987.287450449385       -4492686.6122282641        10433177.219462615       -2817668.9988020980       -5710442.5134805841     
   1798679.3470085799       -2749984.1696736203        2423062.2211198150       -3827225.7436887063       -2124463.7825690927        2190124.4421401140       -250784.41182821410     
  -1654488.3221385954        3996162.1027518171        2631357.1227214434       -3226391.9500992098        6789510.8196448423       -189366.37894867023       -1914034.0083890338     
   2220416.2497206782       -1900210.2989197893        2382733.3155842749       -2753347.2004099637       -1998211.0208726525        524079.39157252695       -71863.264979740852     
   928932.80928733479        2140150.4796551624        1634371.6007531278       -303493.87736140483        1410825.4426125959        52324.370125576221       -129190.25800615795     
   617189.86017814337       -603330.15105441352        602762.03533860762       -531297.72277060524       -202932.89357526685        6473.0507796315042       -1245.1414237987894     
   3465590.4021579134       -12916844.324965818       -1926457.4127573909        4339651.1301700128       -8815616.3434904069        3309951.4057655875        5845874.6150334170     
  -2879180.8512891047        17293755.812755805       -3278305.5617507994        6344277.5535128433        1849188.5988062799       -5981868.9646579558        517806.07048097299     
   7751506.1336420365       -18772854.550673321        251196.85773201063        4919378.3511925200       -13261449.052740825        1802983.4402809599        7181045.8646333534     
  -732864.25628761074       -2093639.6287925930        561556.84229945939        1715154.5441076267        6705161.3968106294       -3296493.6838857783        316198.83402999130     
  -479910.66698605701       -11908919.696531305       -3272497.5510885352       -154452.14200006283       -5720811.3052332839       -423106.79340205883        1128147.4941625926     
  -705528.48989121348        1832186.4787318436       -71582.566068010885        2181895.0253969342        2033749.0691743104       -206696.80243957764        10572.736655737550     
  -367852.56710657087       -2670938.8034239393       -294287.08529750508       -361144.56966181978       -296568.47102550516        38889.193337456003        23954.012067833210     
   3044604.1878847936       -2843998.9936079020        3010216.0175064295        2672568.2477432648       -851561.96142668743        3772480.7527383608       -201456.45005545544     
  -6483245.1648374582        13448326.707496066       -4847038.4661757192       -5241418.9700621013        5135837.9924932262       -3135130.1990937432       -7973299.5921475906     
   4922975.0044805557        154750.26494918883        4055841.2511811457        2784482.7336674542       -4850611.0863377629        5174550.3426161874       -268863.09346552775     
   859871.86043379153        6151985.1852752930        3587347.8835511878       -2562759.5858364631        5442720.7449109033        47066.148028206975       -2581540.4956452483     
   2807736.0174458935       -2553261.6860640435        2022982.9788257901       -1818296.8868696343       -3410865.0020013279        1153467.6157787230       -66203.076248007783     
   2029919.5933331221        3912061.8870516778        2452203.1855361941        250393.94501568627        1237053.7951399069        71738.110580413137       -151442.88014229611     
   688653.75190299656       -617428.96468358708        546760.34236478410       -461227.88883588044       -271395.50423921196        5572.2315626925520        545.28389548693474     
  -737230.15541694348       -609184.80057007109        443894.54720967996        3125063.9420203678        942859.24334870500        1337109.7900808493        2738289.5891760658     
  -7485542.5559921041        3761970.8970589722       -8686803.2400951851       -6481632.0017172247        1769042.8926652754       -5865287.4771238081        115335.60292558714     
  -1504099.2445730064       -4233942.7011675304       -481016.98011722299        2282512.2697198796        340748.59213781392        470458.06770512892        3285550.4914256749     
  -1546866.9955603161       -54469.921425599605       -520707.45626013802       -2240107.4972121445        4057144.2901661741       -2684567.1395550771        91116.251817556520     
  -2995351.9478996056       -5880831.4473654665       -3400314.6826278083       -972707.07220206654       -996518.50514416699       -250759.11235834620        431909.69449892011     
  -462877.37977711414        1566117.3830455125       -13904.690974336429        867936.73103965248        975582.56932630646       -138975.95028073218       -2682.8609834972303     
  -404534.35438646981       -929158.76131604810       -390703.56273255061       -194435.52600739125       -18590.513777496799        14642.569207671282        4875.4858087305165     
