   1.6940905706044518E-003 /Users/malavolta/Astro/CODE/Routines_F90/tables/Coelho2005_5750_45_p00p00.ms.fits.gz
    1  0.101597797E+01  0.640757227E+10
    2  0.101510952E+01  0.641720079E+10
    3  0.104097054E+01  0.618042852E+10
    4  0.104087651E+01  0.621907171E+10
    5  0.140206018E+01  0.864204812E+10
    6  0.991108314E+00  0.723121846E+10
    7  0.105938799E+01  0.604577899E+10
    8  0.988699449E+00  0.695210266E+10
    9  0.102816668E+01  0.628842141E+10
   10  0.108349912E+01  0.589201253E+10
   11  0.102714008E+01  0.633636417E+10
   12  0.113290639E+01  0.560919458E+10
   13  0.100066496E+01  0.738214788E+10
   14  0.989627514E+00  0.712625767E+10
   15  0.989455465E+00  0.711710978E+10
   16  0.101138327E+01  0.645993806E+10
   17  0.989181421E+00  0.714431038E+10
   18  0.109636446E+01  0.581943934E+10
   19  0.992337814E+00  0.726728857E+10
   20  0.994680661E+00  0.672262861E+10
   21  0.988480963E+00  0.701914280E+10
   22  0.102827070E+01  0.628747181E+10
   23  0.988484254E+00  0.703370360E+10
   24  0.101390597E+01  0.643079109E+10
   25  0.101358026E+01  0.643449369E+10
   26  0.102081793E+01  0.635680856E+10
   27  0.101674598E+01  0.639918536E+10
   28  0.107737238E+01  0.592857856E+10
   29  0.102621116E+01  0.769493101E+10
   30  0.106784097E+01  0.602646831E+10
   31  0.106661590E+01  0.603447318E+10
   32  0.104704364E+01  0.778836052E+10
   33  0.101605102E+01  0.644607997E+10
   34  0.101534669E+01  0.641457235E+10
   35  0.100114799E+01  0.738927816E+10
   36  0.107127572E+01  0.596753699E+10
   37  0.101710067E+01  0.639535166E+10
   38  0.990482390E+00  0.684459396E+10
   39  0.100035669E+01  0.737751523E+10
   40  0.990042104E+00  0.714614517E+10
   41  0.138400727E+01  0.862134768E+10
   42  0.990211570E+00  0.715351752E+10
   43  0.989636346E+00  0.712672133E+10
   44  0.102845362E+01  0.632439550E+10
   45  0.999713210E+00  0.736761350E+10
   46  0.990573871E+00  0.716807447E+10
   47  0.104126138E+01  0.617820266E+10
   48  0.110119838E+01  0.579162653E+10
   49  0.101457288E+01  0.646265723E+10
   50  0.104970088E+01  0.785160466E+10
   51  0.148229323E+01  0.869579893E+10
   52  0.101395698E+01  0.643020257E+10
   53  0.105592546E+01  0.783698742E+10
   54  0.990973683E+00  0.718256100E+10
   55  0.129657389E+01  0.847971679E+10
   56  0.990402135E+00  0.716135578E+10
   57  0.140054084E+01  0.861403197E+10
   58  0.105927492E+01  0.785436354E+10
   59  0.101153105E+01  0.645819466E+10
   60  0.151287198E+01  0.872256740E+10
   61  0.106147501E+01  0.786578223E+10
   62  0.106220764E+01  0.786953494E+10
   63  0.137910254E+01  0.861551528E+10
   64  0.988565463E+00  0.704113768E+10
   65  0.121416485E+01  0.833680227E+10
   66  0.101089029E+01  0.646577971E+10
   67  0.106792155E+01  0.789778563E+10
   68  0.988469424E+00  0.699969815E+10
   69  0.121293043E+01  0.835987581E+10
   70  0.106907097E+01  0.795158979E+10
   71  0.154157694E+01  0.874635407E+10
   72  0.107458762E+01  0.792763670E+10
   73  0.100758297E+01  0.650713518E+10
   74  0.154261005E+01  0.877394024E+10
   75  0.120472425E+01  0.831754299E+10
   76  0.108253752E+01  0.796193033E+10
   77  0.108434107E+01  0.796959021E+10
   78  0.989130569E+00  0.691367361E+10
   79  0.108512194E+01  0.802179689E+10
   80  0.100740050E+01  0.650951976E+10
   81  0.182455059E+01  0.892139903E+10
   82  0.104404832E+01  0.619411986E+10
   83  0.103821449E+01  0.620183232E+10
   84  0.109992908E+01  0.583457368E+10
   85  0.990440489E+00  0.684626697E+10
   86  0.990992161E+00  0.686736056E+10
   87  0.991859766E+00  0.679681134E+10
   88  0.176307704E+01  0.889085374E+10
   89  0.177020692E+01  0.889460620E+10
   90  0.109816726E+01  0.802377112E+10
   91  0.992864353E+00  0.676780672E+10
   92  0.993064308E+00  0.676241508E+10
   93  0.116102574E+01  0.821567793E+10
   94  0.176340019E+01  0.889101552E+10
   95  0.109988551E+01  0.802996737E+10
   96  0.993996168E+00  0.673877231E+10
   97  0.994243051E+00  0.677414380E+10
   98  0.995865751E+00  0.669657420E+10
   99  0.996800293E+00  0.667741900E+10
  100  0.115737495E+01  0.820626801E+10
  101  0.115593435E+01  0.822756716E+10
  102  0.103971797E+01  0.619011873E+10
  103  0.998474457E+00  0.664560364E+10
  104  0.114997518E+01  0.821163830E+10
  105  0.100453153E+01  0.654826134E+10
  106  0.100006940E+01  0.661755362E+10
  107  0.114624062E+01  0.820137104E+10
  108  0.114406072E+01  0.817030136E+10
  109  0.114246966E+01  0.816583572E+10
  110  0.114137229E+01  0.816271917E+10
  111  0.176428831E+01  0.889149837E+10
  112  0.113504644E+01  0.816932808E+10
  113  0.113401483E+01  0.819131287E+10
  114  0.113318606E+01  0.813890663E+10
  115  0.113127550E+01  0.818310025E+10
  116  0.157247642E+01  0.879739752E+10
  117  0.112183002E+01  0.810403013E+10
