HD101930         59    1     753.590    5164.000       0.130       4.400       0.910       4.408       1.621       1.621       4.400    9       1.617
HD102117         60    1     977.480    5657.000       0.280       4.310       0.990       4.266       2.441       2.341       4.171    7       2.372
HD102136         61    1      81.480    5349.000      -0.090       4.430       0.750       4.449       1.576       1.608       4.484   10       1.596
HD102200         62    1     240.420    6185.000      -1.100       4.590       1.520       4.522       0.713       0.764       4.697   12       0.798
HD102300         63    1     150.450    5987.000      -0.310       4.230       1.140       4.320       1.946       1.964       4.255    8       1.900
HD102438         65    1    1855.850    5560.000      -0.290       4.410       0.840       4.452       1.563       1.610       4.486   10       1.584
HD102843         66    1      95.210    5432.000       0.160       4.350       0.790       4.392       1.957       1.970       4.371    9       1.944
HD103197         67    1     458.540    5250.000       0.220       4.450       0.840       4.411       1.789       1.763       4.407    9       1.787
HD103720         68    1     290.590    5017.000      -0.020       4.430       0.900       4.411       1.331       1.318       4.405    9       1.328
HD103891         69    1     519.040    6072.000      -0.190       4.050       1.500       4.068       2.448       2.307       3.843    3       2.295
HD103949         70    1     237.800    4881.000      -0.070       4.480       0.490       4.442       1.095       1.102       4.493   10       1.118
HD104006         71    1     553.630    5023.000      -0.780       4.560       0.150       4.337       0.839       0.700       4.181    7       0.773
HD104067         72    1    1473.420    4969.000      -0.060       4.470       0.980       4.418       1.236       1.212       4.423    9       1.238
HD104263         73    1     759.220    5477.000       0.020       4.340       0.810       4.355       1.905       1.880       4.299    8       1.872
HD104760A        74    1     148.730    5953.000       0.120       4.430       1.020       4.475       2.271       2.333       4.516   10       2.300
HD104800         75    1     634.840    5697.000      -0.790       4.470       0.870       4.445       1.163       1.166       4.476   10       1.181
HD104982         76    1    1018.930    5692.000      -0.190       4.440       0.910       4.465       1.747       1.790       4.504   10       1.773
HD105004         77    1     122.790    5756.000      -0.810       4.330       0.800       4.515       1.079       1.252       4.618   11       1.140
HD105671         78    1     154.850    4748.000      -0.020       4.420       0.900       4.442       0.966       1.005       4.511   10       0.995
HD105779         79    1     235.290    5792.000      -0.250       4.510       0.910       4.516       1.684       1.741       4.591   11       1.737
HD105837         80    1     854.340    5907.000      -0.510       4.540       1.140       4.542       1.417       1.487       4.645   11       1.486
HD105938         81    1     221.210    6208.000       0.030       4.270       1.600       4.163       2.673       2.475       4.041    5       2.570
HD106116         82    1    1929.030    5680.000       0.140       4.390       0.910       4.412       2.152       2.165       4.410    9       2.151
HD106275         83    1     498.760    5059.000      -0.090       4.470       0.670       4.415       1.317       1.287       4.415    9       1.317
HD106290         84    1      93.750    6012.000       0.130       4.550       1.030       4.498       2.295       2.295       4.551   10       2.335
HD10647          85    1    1116.270    6218.000       0.000       4.620       1.220       4.628       2.065       2.180       4.769   13       2.173
HD106589         86    1     113.970    5597.000      -0.230       4.370       0.670       4.406       1.704       1.723       4.400    9       1.700
HD107094         88    1     409.820    5562.000      -0.510       4.540       0.740       4.544       1.245       1.319       4.653   12       1.316
HD107148         89    1     367.780    5805.000       0.310       4.400       0.930       4.431       2.434       2.464       4.442    9       2.442
HD108147         91    1     916.780    6260.000       0.180       4.470       1.300       4.555       2.423       2.559       4.639   11       2.490
HD108309         92    1    1464.110    5775.000       0.120       4.230       1.080       4.228       2.415       2.333       4.124    6       2.334
HD108341         93    1     107.270    5122.000       0.040       4.450       0.640       4.412       1.495       1.473       4.409    9       1.494
HD108564         94    1     323.040    4818.000      -0.970       4.670       0.260       4.411       0.433       0.375       4.474   10       0.451
HD108768         95    1     138.870    5633.000       0.140       4.450       0.860       4.471       2.041       2.085       4.514   10       2.070
HD108935         96    1     155.040    4724.000       0.020       4.300       0.550       4.392       1.044       1.042       4.298    8       1.011
HD10895          97    1     141.300    5685.000      -0.270       4.520       0.780       4.570       1.530       1.650       4.685   12       1.611
HD109098         98    1     166.990    5888.000       0.060       4.140       1.240       4.137       2.543       2.423       3.989    5       2.427
HD109200         99    1    2888.470    5134.000      -0.310       4.510       0.680       4.448       1.173       1.165       4.495   10       1.196
HD109271        100    1     402.620    5783.000       0.100       4.280       0.970       4.292       2.327       2.278       4.211    7       2.270
HD109310        101    1     425.810    5922.000      -0.510       4.550       1.150       4.531       1.435       1.485       4.624   11       1.498
HD109368        102    1      89.070    4651.000      -0.230       4.360       0.670       4.410       0.776       0.757       4.306    8       0.744
HD109409        103    1    1853.090    5886.000       0.330       4.160       1.240       4.202       2.790       2.735       4.091    6       2.700
HD109423        104    1      99.190    5074.000      -0.070       4.440       0.870       4.419       1.344       1.336       4.425    9       1.347
HD109684        105    1     502.950    5992.000      -0.340       4.380       1.220       4.366       1.858       1.825       4.330    8       1.834
HD109723        106    1      82.990    5647.000      -0.040       4.470       0.880       4.521       1.800       1.891       4.598   11       1.855
HD109988        107    1     212.620    5193.000       0.140       4.460       0.810       4.399       1.672       1.627       4.382    9       1.663
HD110291        108    1      77.500    5480.000      -0.020       4.380       0.690       4.410       1.810       1.826       4.406    9       1.807
HD110557        109    1     202.460    5267.000      -0.060       4.360       0.710       4.393       1.587       1.593       4.370    9       1.574
HD110619        110    1     788.500    5613.000      -0.410       4.510       0.830       4.522       1.398       1.465       4.614   11       1.457
HD110668        111    1     106.330    5850.000       0.170       4.450       0.980       4.407       2.336       2.301       4.402    9       2.332
HD111031        112    1    1206.760    5801.000       0.270       4.390       1.050       4.383       2.441       2.420       4.361    9       2.425
HD111232        113    1     702.550    5460.000      -0.430       4.430       0.620       4.342       1.475       1.387       4.272    8       1.435
HD111515        114    1     536.260    5398.000      -0.610       4.470       0.710       4.414       1.188       1.156       4.413    9       1.187
HD111564        115    1     338.020    6004.000       0.070       4.370       1.130       4.370       2.367       2.345       4.339    8       2.345
HD111777        116    1     287.200    5666.000      -0.680       4.460       0.820       4.443       1.259       1.265       4.471   10       1.275
HD11226         118    1    1286.660    6098.000       0.040       4.350       1.280       4.354       2.405       2.379       4.314    8       2.377
HD112283        119    1     103.900    6433.000      -0.130       4.840       1.860       4.582       2.005       1.888       4.683   12       2.086
HD112540        120    1     263.540    5523.000      -0.170       4.520       0.740       4.495       1.600       1.626       4.560   11       1.643
HD113101        121    1      92.730    5456.000      -0.070       4.370       0.660       4.370       1.783       1.756       4.325    8       1.757
HD113513        122    1      62.970    5751.000       0.170       4.540       0.940       4.651       1.933       2.154       4.837   13       2.063
HD113569        123    1     161.570    4994.000      -0.220       4.410       0.410       4.414       1.142       1.143       4.413    9       1.142
HD113679        124    1     167.770    5768.000      -0.610       4.260       1.080       4.201       1.644       1.504       4.057    6       1.545
HD11397         125    1     713.790    5564.000      -0.540       4.460       0.750       4.454       1.322       1.341       4.492   10       1.345
HD114076        126    1     462.380    5069.000      -0.470       4.320       0.040       4.343       1.098       1.056       4.234    7       1.047
HD114386        127    1     448.360    4910.000      -0.070       4.390       0.190       4.448       1.122       1.176       4.507   10       1.149
HD114561        128    1     152.530    5829.000      -0.070       4.500       0.880       4.511       1.915       1.971       4.577   11       1.963
HD114613        129    1    5347.940    5729.000       0.190       3.970       1.180       4.075       2.679       2.576       3.805    3       2.518
HD114729        130    1    1060.980    5844.000      -0.280       4.190       1.230       4.169       2.076       1.954       4.033    5       1.971
HD114747        131    1     885.230    5172.000       0.210       4.440       0.980       4.400       1.703       1.671       4.385    9       1.694
HD114783        132    1     799.540    5133.000       0.030       4.420       0.880       4.415       1.496       1.493       4.415    9       1.496
HD114853        133    1    1261.540    5705.000      -0.230       4.440       0.920       4.463       1.716       1.757       4.501   10       1.741
HD11505         134    1     755.220    5752.000      -0.220       4.380       0.990       4.292       1.950       1.835       4.207    7       1.891
HD115341        135    1     128.550    6058.000      -0.010       4.550       1.100       4.536       2.096       2.145       4.613   11       2.156
HD115499        136    1      42.780    5542.000       0.070       4.450       0.950       4.421       1.943       1.927       4.427    9       1.946
HD115585        137    1     700.220    5711.000       0.350       4.270       1.140       4.240       2.601       2.502       4.147    6       2.526
HD115617        138    1    7192.200    5558.000      -0.020       4.360       0.810       4.429       1.857       1.909       4.441    9       1.865
HD115674        139    1     853.580    5649.000      -0.170       4.480       0.850       4.519       1.669       1.751       4.599   11       1.724
HD115773        140    1     337.270    6312.000      -0.080       4.230       1.570       4.210       2.510       2.407       4.104    6       2.424
HD115902        141    1     100.790    5705.000      -0.010       4.390       0.860       4.389       2.037       2.024       4.370    9       2.024
HD11608         142    1     134.140    4959.000       0.220       4.320       0.560       4.382       1.478       1.476       4.318    8       1.451
HD116259        143    1     197.500    5700.000       0.110       4.210       0.990       4.191       2.383       2.272       4.064    6       2.286
HD116284        144    1     144.830    5213.000      -0.010       3.870       0.830       3.907       2.077       1.879       3.571    1       1.861
HD116410        145    1     182.350    5939.000       0.230       4.430       1.070       4.509       2.351       2.457       4.567   11       2.396
HD11683         146    1      54.620    5007.000      -0.210       4.420       0.600       4.419       1.159       1.161       4.425    9       1.162
HD116858        147    1     250.150    4990.000      -0.210       4.520       0.770       4.436       1.118       1.095       4.474   10       1.136
HD116883        148    1     126.840    4902.000      -0.200       4.360       0.520       4.378       1.103       1.074       4.291    8       1.068
HD116920        149    1     320.240    5015.000      -0.230       4.460       0.680       4.436       1.130       1.136       4.472   10       1.146
HD116963        150    1     101.740    4735.000      -0.060       4.430       0.510       4.447       0.915       0.957       4.529   10       0.949
HD117105        152    1     843.810    5889.000      -0.290       4.410       1.130       4.368       1.869       1.818       4.333    8       1.845
HD117207        153    1     833.660    5667.000       0.220       4.320       1.010       4.404       2.237       2.286       4.396    9       2.231
HD117359        154    1     139.160    5246.000      -0.130       4.430       0.680       4.411       1.483       1.470       4.407    9       1.481
HD117618        155    1     680.070    5990.000       0.030       4.410       1.130       4.454       2.211       2.261       4.480   10       2.230
HD117938        156    1      83.630    4738.000      -0.130       4.270       0.360       4.292       1.026       0.966       4.157    6       0.954
HD118466        157    1     107.950    5049.000       0.200       4.340       0.490       4.355       1.598       1.563       4.271    8       1.557
HD118563        158    1     101.290    5477.000      -0.040       4.450       0.680       4.482       1.705       1.762       4.537   10       1.741
HD119173        159    1     585.960    5779.000      -0.620       4.260       0.520       4.523       1.274       1.506       4.619   11       1.335
HD119291        160    1     271.320    4611.000      -0.100       4.220       0.590       4.413       0.783       0.842       4.404    9       0.780
HD11938         161    1     221.580    4703.000       0.010       4.250       0.760       4.350       1.044       1.029       4.223    7       0.990
HD119503        162    1     105.210    4885.000      -0.040       4.400       0.830       4.377       1.205       1.159       4.292    8       1.170
HD119629        163    1     208.010    6250.000      -0.170       4.170       1.730       4.134       2.445       2.299       3.991    5       2.330
HD119638        164    1    1489.370    6069.000      -0.150       4.420       1.220       4.451       2.030       2.070       4.476   10       2.048
HD11964A        165    1    2240.540    5332.000       0.080       3.900       0.990       3.987       2.237       2.084       3.654    2       2.040
HD119782        166    1     480.010    5160.000      -0.070       4.440       0.790       4.414       1.443       1.428       4.414    9       1.442
HD119949        167    1    1009.410    6359.000      -0.410       4.470       1.650       4.412       1.760       1.718       4.410    9       1.759
HD120344        168    1     171.460    5623.000      -0.190       4.420       0.650       4.444       1.720       1.752       4.470   10       1.736
HD120362        169    1      37.650    5517.000       0.100       4.510       1.050       4.491       1.866       1.892       4.547   11       1.905
HD120491        170    1      77.040    4680.000      -0.340       4.490       0.400       4.413       0.711       0.679       4.403    9       0.707
HD121004        171    1     155.180    5687.000      -0.710       4.480       0.760       4.419       1.267       1.233       4.424    9       1.270
HD121504        172    1     555.670    6022.000       0.140       4.490       1.120       4.530       2.271       2.358       4.602   11       2.327
HD122308        173    1      99.720    5253.000      -0.320       4.440       0.590       4.450       1.277       1.306       4.492   10       1.300
HD122474        174    1     121.930    5716.000       0.130       4.370       0.880       4.391       2.197       2.200       4.374    9       2.185
HD122862        175    1    1382.410    5982.000      -0.120       4.230       1.290       4.230       2.278       2.198       4.127    6       2.197
HD123265        176    1     510.430    5338.000       0.190       4.290       0.850       4.336       1.941       1.923       4.259    8       1.897
HD123319        177    1     206.620    5619.000      -0.520       4.560       0.670       4.545       1.269       1.331       4.654   12       1.341
HD12345         178    1     486.480    5395.000      -0.210       4.440       0.690       4.427       1.533       1.532       4.438    9       1.540
HD123517        179    1     191.700    6082.000       0.090       4.080       1.530       4.070       2.795       2.645       3.887    4       2.653
HD123619        180    1     118.540    6166.000      -0.320       4.450       1.380       4.408       1.889       1.855       4.404    9       1.885
HD123651        181    1     105.140    5926.000      -0.480       4.550       1.050       4.535       1.466       1.520       4.630   11       1.531
HD12387         183    1     943.070    5700.000      -0.240       4.390       0.930       4.310       1.874       1.772       4.232    7       1.822
HD124106        184    1     316.280    5106.000      -0.170       4.490       0.800       4.422       1.293       1.261       4.431    9       1.298
HD124292        185    1    1038.870    5443.000      -0.130       4.370       0.770       4.420       1.658       1.692       4.425    9       1.662
HD124364        186    1     558.550    5584.000      -0.270       4.480       0.830       4.509       1.532       1.602       4.585   11       1.583
HD124785        187    1     347.310    5867.000      -0.560       4.200       1.290       4.145       1.798       1.639       3.981    5       1.680
HD125072        188    1    1289.440    5007.000       0.180       4.560       1.040       4.473       1.401       1.389       4.543   10       1.439
HD125184        189    1    2421.080    5680.000       0.270       4.100       1.130       4.139       2.602       2.518       3.991    5       2.486
HD125271        190    1      49.830    4779.000      -0.220       4.330       0.360       4.386       0.948       0.927       4.279    8       0.909
HD125455        191    1     776.790    5162.000      -0.180       4.520       0.700       4.466       1.292       1.295       4.526   10       1.325
HD125522        192    1      83.200    4839.000      -0.460       4.450       0.400       4.412       0.800       0.781       4.404    9       0.797
HD125595        193    1     784.450    4691.000       0.080       4.170       0.320       4.349       1.078       1.108       4.227    7       1.025
HD125612        194    1     482.350    5913.000       0.240       4.430       1.020       4.480       2.382       2.450       4.522   10       2.414
HD12617         196    1     329.580    4890.000       0.100       4.460       0.750       4.410       1.272       1.244       4.404    9       1.269
HD126525        197    1    1096.000    5638.000      -0.100       4.370       0.900       4.422       1.850       1.888       4.428    9       1.854
HD126681        198    1     288.260    5570.000      -1.150       4.700       0.820       4.548       0.637       0.685       4.810   13       0.758
HD126793        199    1     900.270    5904.000      -0.710       4.430       1.220       4.382       1.382       1.335       4.355    9       1.365
HD126803        200    1     165.930    5470.000      -0.610       4.480       0.560       4.414       1.240       1.202       4.414    9       1.239
HD127124        202    1     221.360    5079.000      -0.040       4.430       0.820       4.405       1.391       1.371       4.394    9       1.384
HD128113        203    1      88.990    4922.000      -0.170       4.280       0.350       4.308       1.211       1.155       4.173    7       1.143
HD128340        204    1     172.680    6259.000      -0.550       4.640       1.420       4.574       1.359       1.401       4.705   12       1.446
HD128431        205    1      94.960    5429.000      -0.340       4.430       0.610       4.458       1.406       1.447       4.501   10       1.431
HD128571        206    1      80.850    6159.000      -0.370       4.400       1.230       4.453       1.765       1.821       4.480   10       1.784
HD128674        207    1     939.320    5551.000      -0.380       4.500       0.710       4.470       1.448       1.461       4.520   10       1.479
HD129191        208    1     238.940    5832.000       0.240       4.390       0.990       4.429       2.378       2.412       4.438    9       2.385
HD129229        209    1     441.310    5872.000      -0.420       3.890       1.370       4.031       2.106       2.026       3.773    3       1.936
HD129642        210    1     955.990    5026.000      -0.060       4.490       0.690       4.421       1.297       1.264       4.429    9       1.301
HD129829        211    1      86.600    6196.000      -0.160       4.660       1.300       4.608       1.864       1.923       4.739   12       1.963
HD130322        212    1     307.160    5365.000      -0.020       4.370       0.900       4.408       1.702       1.722       4.403    9       1.699
HD13060         213    1     643.160    5255.000       0.020       4.340       0.820       4.391       1.647       1.662       4.367    9       1.633
HD130930        214    1     474.140    5027.000       0.010       4.450       0.500       4.393       1.387       1.342       4.364    9       1.372
HD130989        215    1     235.010    6414.000      -0.230       4.270       1.850       4.244       2.253       2.159       4.151    7       2.179
HD130992        216    1     767.060    4898.000      -0.130       4.540       0.710       4.491       1.015       1.042       4.590   11       1.068
HD131183        217    1     242.520    5670.000       0.090       4.240       0.970       4.205       2.317       2.199       4.085    6       2.226
HD131218        218    1      55.560    5797.000      -0.060       4.550       0.960       4.535       1.874       1.924       4.619   11       1.935
HD131565        219    1     101.810    5612.000      -0.160       4.470       0.720       4.536       1.631       1.740       4.629   11       1.695
HD131653        220    1     180.540    5324.000      -0.660       4.540       0.350       4.393       1.113       1.021       4.365    9       1.099
HD131664        221    1     380.460    5901.000       0.310       4.500       1.040       4.477       2.461       2.475       4.518   10       2.491
HD1320          222    1     468.560    5679.000      -0.270       4.490       0.850       4.530       1.573       1.662       4.621   11       1.635
HD132411        223    1     105.610    4673.000      -0.290       4.320       0.310       4.374       0.795       0.757       4.221    7       0.741
HD13252         224    1      51.520    5358.000      -0.250       4.330       0.590       4.391       1.505       1.525       4.367    9       1.491
HD132569        225    1     326.630    5026.000      -0.260       4.490       0.590       4.445       1.106       1.109       4.494   10       1.130
HD132648        226    1     835.730    5418.000      -0.370       4.490       0.690       4.490       1.330       1.373       4.560   11       1.373
HD133633        227    1     268.510    5571.000      -0.450       4.480       0.690       4.454       1.413       1.420       4.491   10       1.436
HD134060        228    1    3090.780    5966.000       0.140       4.430       1.100       4.482       2.296       2.367       4.526   10       2.329
HD134088        229    1     638.840    5675.000      -0.750       4.460       0.860       4.448       1.188       1.202       4.483   10       1.208
HD134113        230    1     562.180    5782.000      -0.740       4.250       1.270       4.225       1.485       1.378       4.090    6       1.395
HD134440        231    1     292.510    4987.000      -1.320       4.800       1.030       4.384       0.278       0.320       4.977   14       0.454
HD134606        232    1    2373.680    5633.000       0.270       4.380       1.000       4.366       2.299       2.263       4.323    8       2.272
HD134664        233    1     930.680    5865.000       0.100       4.520       0.990       4.503       2.147       2.178       4.560   11       2.190
HD134702        234    1     134.320    5782.000      -0.040       4.500       0.740       4.494       1.940       1.975       4.549   10       1.980
HD134929B       235    1     172.610    5330.000       0.070       4.360       0.790       4.416       1.741       1.774       4.417    9       1.741
HD134985        236    1     316.490    5090.000      -0.600       4.440       0.100       4.282       1.069       0.905       4.135    6       0.991
HD134987        237    1    1261.110    5740.000       0.250       4.300       1.080       4.293       2.459       2.396       4.212    7       2.402
HD135468        238    1     362.420    6417.000      -0.020       4.250       1.820       4.196       2.652       2.516       4.088    6       2.561
HD135625        239    1     435.200    6003.000       0.120       4.320       1.160       4.361       2.439       2.442       4.324    8       2.413
HD13578         240    1     205.150    5842.000      -0.030       4.180       1.120       4.163       2.369       2.249       4.031    5       2.263
HD136352        241    1    4738.340    5664.000      -0.340       4.390       0.900       4.358       1.694       1.644       4.309    8       1.664
HD136713        242    1    1017.740    4994.000       0.070       4.450       0.940       4.406       1.380       1.351       4.395    9       1.374
HD136894        243    1    1220.600    5412.000      -0.100       4.360       0.750       4.401       1.682       1.698       4.388    9       1.674
HD137010        244    1     147.590    4797.000      -0.220       4.410       0.480       4.403       0.938       0.923       4.375    9       0.926
HD13724         245    1     810.230    5868.000       0.230       4.520       1.020       4.519       2.284       2.333       4.584   11       2.334
HD137303        246    1     420.780    4756.000      -0.350       4.510       0.400       4.437       0.745       0.749       4.520   10       0.776
HD137388        247    1     733.980    5240.000       0.180       4.420       0.930       4.394       1.764       1.736       4.373    9       1.752
HD137676        248    1    1252.070    5253.000      -0.530       3.930       0.740       3.838       1.690       1.408       3.473    1       1.453
HD13789         249    1     403.270    4740.000      -0.060       4.330       0.790       4.344       1.048       0.993       4.210    7       0.990
HD13808         250    1    1540.130    5087.000      -0.200       4.400       0.770       4.404       1.269       1.264       4.390    9       1.262
HD138549        251    1     707.890    5582.000       0.000       4.440       0.870       4.470       1.851       1.900       4.515   10       1.880
HD138799        252    1     105.440    5224.000       0.020       4.360       0.710       4.383       1.621       1.611       4.341    8       1.600
HD1388          253    1    2251.090    5954.000      -0.010       4.410       1.130       4.431       2.166       2.189       4.442    9       2.174
HD138914        254    1     138.870    4983.000      -0.120       4.380       0.660       4.379       1.252       1.220       4.310    8       1.222
HD139189        255    1     221.330    5075.000       0.020       4.410       0.780       4.420       1.417       1.426       4.427    9       1.421
HD139332        256    1     166.470    4899.000       0.000       4.300       0.040       4.402       1.219       1.256       4.383    9       1.210
HD139536        257    1     131.700    5209.000      -0.040       4.710       1.130       4.551       1.366       1.330       4.653   12       1.437
HD139590        258    1     263.000    6200.000       0.130       4.490       1.310       4.464       2.448       2.451       4.494   10       2.471
HD139710        259    1      97.780    5123.000      -0.080       4.410       0.900       4.457       1.345       1.398       4.509   10       1.373
HD139879        260    1     168.960    6203.000       0.300       4.610       1.250       4.504       2.611       2.568       4.556   11       2.653
HD140785        261    1     159.720    5756.000      -0.050       4.120       1.090       4.103       2.355       2.209       3.922    4       2.222
HD140901        262    1    1501.030    5610.000       0.090       4.460       0.900       4.483       1.954       2.005       4.534   10       1.989
HD141128        263    1     104.760    6758.000       0.070       4.670       1.650       4.583       2.359       2.362       4.674   12       2.437
HD141597        264    1     197.710    6285.000      -0.400       4.380       1.230       4.353       1.849       1.800       4.310    8       1.819
HD141598        265    1     181.140    5593.000      -0.100       4.370       0.750       4.373       1.869       1.847       4.335    8       1.846
HD141624        266    1     268.340    5871.000      -0.380       4.400       1.010       4.432       1.684       1.715       4.446    9       1.693
HD141937        267    1     495.230    5893.000       0.130       4.450       1.000       4.506       2.200       2.286       4.564   11       2.244
HD142           268    1     679.220    6403.000       0.090       4.620       1.740       3.967       3.086       2.516       3.734    2       2.907
HD142022A       269    1     292.150    5508.000       0.190       4.350       0.830       4.385       2.072       2.078       4.360    9       2.056
HD142709        270    1     524.800    4728.000      -0.350       4.440       0.840       4.452       0.700       0.744       4.549   11       0.740
HD142879        271    1      92.830    5707.000      -0.390       4.510       0.740       4.532       1.464       1.543       4.628   11       1.528
HD143114        272    1     863.500    5775.000      -0.410       4.390       0.920       4.350       1.697       1.638       4.298    8       1.664
HD143295        273    1     114.780    4987.000      -0.030       4.430       0.890       4.427       1.268       1.278       4.448   10       1.278
HD143638        274    1     280.010    5954.000      -0.270       4.480       1.040       4.481       1.792       1.827       4.529   10       1.826
HD14374         275    1     510.610    5425.000      -0.040       4.480       0.810       4.474       1.666       1.695       4.525   10       1.699
HD143790        276    1     639.160    6557.000      -0.060       4.110       2.050       4.148       2.679       2.607       4.028    5       2.573
HD144342        277    1     176.090    5403.000       0.070       4.470       0.900       4.462       1.761       1.784       4.505   10       1.788
HD144411        278    1     271.040    4852.000      -0.320       4.390       0.050       4.395       0.943       0.917       4.322    8       0.916
