BD-064756        19    1  0.64828  1.07120  1.01826  0.97584  0.94276  0.91786  0.85836  0.80988  0.77086  0.73995  0.71608  0.66257  0.61860  0.58255  0.55315
BD-082534        20    1  1.00836  1.51353  1.44949  1.39088  1.33620  1.28400  1.21820  1.15888  1.10446  1.05365  1.00485  0.94640  0.89352  0.84502  0.79953
BD-082823        21    1  1.03545  1.47063  1.40698  1.35538  1.31434  1.28263  1.20975  1.14981  1.10123  1.06244  1.03227  0.96537  0.91035  0.86533  0.82902
BD-084501        22    1  0.42633  0.88144  0.83045  0.78340  0.73992  0.69880  0.65275  0.61137  0.57362  0.53889  0.50553  0.46874  0.43582  0.40619  0.37873
BD-090872        23    1  0.78731  1.12451  1.06988  1.02617  0.99214  0.96668  0.90502  0.85482  0.81448  0.78264  0.75824  0.70265  0.65707  0.61979  0.58957
BD-091261        24    1  0.36674  0.76151  0.72027  0.68536  0.65564  0.63003  0.58630  0.54931  0.51781  0.49090  0.46738  0.42971  0.39767  0.37027  0.34654
BD-092670        25    1  1.04371  1.43831  1.37553  1.32460  1.28409  1.25275  1.18098  1.12194  1.07407  1.03582  1.00600  0.94021  0.88608  0.84175  0.80592
BD-094191        26    1  0.83685  1.22682  1.17076  1.12430  1.08611  1.05485  0.99220  0.93995  0.89658  0.86077  0.83109  0.77434  0.72682  0.68707  0.65375
BD-112763        27    1  1.05584  1.42735  1.36645  1.31549  1.27299  1.23754  1.16911  1.11159  1.06346  1.02329  0.98958  0.92690  0.87418  0.82984  0.79252
BD-120327        28    1  0.80505  1.03524  0.98399  0.94223  0.90882  0.88251  0.82545  0.77847  0.74007  0.70896  0.68390  0.63275  0.59026  0.55505  0.52577
BD-130321        31    1  1.00344  1.47589  1.41100  1.35906  1.31863  1.28866  1.21391  1.15297  1.10428  1.06616  1.03766  0.96927  0.91357  0.86853  0.83292
BD-131161        32    1  1.79188  2.35600  2.28036  2.21486  2.15807  2.10804  2.02134  1.94650  1.88192  1.82606  1.77705  1.69340  1.62144  1.55946  1.50589
BD-140184        33    1  0.81943  1.05157  1.00015  0.95786  0.92355  0.89591  0.83886  0.79159  0.75261  0.72067  0.69443  0.64331  0.60061  0.56502  0.53519
BD-145003        34    1  0.57943  0.85123  0.80578  0.76839  0.73814  0.71369  0.66407  0.62304  0.58921  0.56139  0.53835  0.49468  0.45810  0.42755  0.40172
BD-160308        35    1  1.15119  1.62965  1.56546  1.50916  1.45916  1.41396  1.34362  1.28232  1.22857  1.18095  1.13772  1.07304  1.01672  0.96729  0.92339
BD-160931        36    1  1.12457  1.46161  1.39871  1.34729  1.30589  1.27321  1.20148  1.14216  1.09370  1.05456  1.02346  0.95759  0.90310  0.85821  0.82159
BD-170063        37    1  1.00168  1.30372  1.24211  1.19360  1.15681  1.13093  1.06030  1.00335  0.95852  0.92412  0.89943  0.83569  0.78426  0.74301  0.71080
BD-173242        38    1  0.61547  0.99637  0.94581  0.90517  0.87339  0.84924  0.79278  0.74673  0.70954  0.67993  0.65677  0.60623  0.56454  0.53026  0.50204
BD-195953        39    1  0.92666  1.34008  1.27997  1.23119  1.19233  1.16218  1.09385  1.03764  0.99198  0.95540  0.92670  0.86436  0.81297  0.77076  0.73645
BD-213153        40    1  0.70271  1.08177  1.02801  0.98537  0.95264  0.92878  0.86810  0.81898  0.77980  0.74921  0.72624  0.67170  0.62718  0.59093  0.56172
BD-223528        41    1  1.00165  1.27268  1.21435  1.16710  1.12956  1.10052  1.03443  0.98012  0.93605  0.90078  0.87312  0.81302  0.76348  0.72279  0.68964
CD-436810        43    1  1.75058  2.27229  2.19462  2.12205  2.05331  1.98669  1.90577  1.83121  1.76168  1.69554  1.63116  1.55593  1.48662  1.42181  1.36001
CD-452997        45    1  0.97681  1.37433  1.31355  1.25799  1.20630  1.15703  1.09492  1.03910  0.98797  0.94038  0.89470  0.84018  0.79096  0.74596  0.70383
CD-571633        46    1  0.97232  1.72213  1.64974  1.58246  1.51892  1.45771  1.38573  1.31976  1.25851  1.20045  1.14427  1.08074  1.02248  0.96816  0.91646
HD10002          47    1  1.83315  2.33890  2.26324  2.19879  2.14406  2.09721  2.00943  1.93455  1.87095  1.81712  1.77129  1.68638  1.61423  1.55306  1.50130
HD100289         48    1  1.83599  2.40177  2.32592  2.25918  2.20018  2.14688  2.06093  1.98582  1.91997  1.86182  1.80943  1.72655  1.65434  1.59116  1.53540
HD100508         49    1  2.17714  2.71199  2.63389  2.56749  2.51100  2.46295  2.37099  2.29251  2.22577  2.16950  2.12183  2.03063  1.95313  1.88738  1.83200
HD100777         50    1  2.19967  2.68651  2.60816  2.53997  2.48035  2.42748  2.33709  2.25868  2.19059  2.13136  2.07902  1.99022  1.91346  1.84699  1.78926
HD101339         51    1  1.86453  2.50196  2.42523  2.35538  2.29110  2.23034  2.14596  2.07004  2.00110  1.93755  1.87743  1.79628  1.72340  1.65730  1.59635
HD101367         52    1  2.32207  2.82209  2.74260  2.67297  2.61153  2.55657  2.46510  2.38533  2.31563  2.25453  2.19996  2.10969  2.03126  1.96290  1.90308
HD101581         53    1  0.64822  0.97170  0.92316  0.88257  0.84882  0.82060  0.76755  0.72311  0.68587  0.65468  0.62811  0.58109  0.54137  0.50786  0.47924
HD101612         54    1  1.70263  2.45285  2.37164  2.29542  2.22297  2.15275  2.06864  1.99066  1.91758  1.84799  1.78017  1.70197  1.62952  1.56156  1.49655
HD101644         55    1  1.23517  1.95368  1.88137  1.81473  1.75221  1.69220  1.61658  1.54780  1.48443  1.42482  1.36739  1.29795  1.23478  1.17640  1.12141
HD101650         56    1  0.61118  0.87673  0.83026  0.79230  0.76196  0.73789  0.68683  0.64483  0.61043  0.58243  0.55960  0.51445  0.47680  0.44550  0.41920
HD10166          57    1  1.19452  1.69305  1.62757  1.56999  1.51871  1.47218  1.40038  1.33767  1.28255  1.23357  1.18897  1.12273  1.06492  1.01408  0.96882
HD10180          58    1  2.25610  2.86677  2.78717  2.71416  2.64639  2.58192  2.49405  2.41444  2.34157  2.27391  2.20938  2.12349  2.04580  1.97483  1.90896
HD101930         59    1  1.62096  2.11469  2.04092  1.97908  1.92771  1.88506  1.79933  1.72709  1.66674  1.61669  1.57539  1.49352  1.42480  1.36739  1.31978
HD102117         60    1  2.44063  2.85928  2.77948  2.70917  2.64670  2.59033  2.49890  2.41881  2.34843  2.28628  2.23025  2.14003  2.06127  1.99223  1.93138
HD102136         61    1  1.57560  2.13450  2.06150  1.99775  1.94178  1.89168  1.80939  1.73790  1.67569  1.62114  1.57242  1.49425  1.42654  1.36765  1.31604
HD102200         62    1  0.71261  1.30243  1.23853  1.17926  1.12383  1.07113  1.00999  0.95438  0.90330  0.85560  0.80990  0.75819  0.71136  0.66835  0.62802
HD102300         63    1  1.94591  2.43043  2.35222  2.27928  2.21035  2.14358  2.06088  1.98480  1.91393  1.84668  1.78131  1.70327  1.63149  1.56456  1.50091
HD102438         65    1  1.56332  2.14472  2.07166  2.00555  1.94497  1.88805  1.80846  1.73727  1.67301  1.61405  1.55858  1.48359  1.41663  1.35616  1.30066
HD102843         66    1  1.95705  2.47395  2.39727  2.33090  2.27336  2.22273  2.13444  2.05821  1.99242  1.93557  1.88576  1.79994  1.72610  1.66253  1.60764
HD103197         67    1  1.78912  2.30199  2.22659  2.16315  2.11020  2.06599  1.97777  1.90320  1.84062  1.78854  1.74533  1.65998  1.58812  1.52789  1.47780
HD103720         68    1  1.33087  1.78951  1.72030  1.66272  1.61524  1.57632  1.49683  1.43024  1.37501  1.32950  1.29225  1.21791  1.15579  1.10409  1.06139
HD103891         69    1  2.44786  2.63289  2.55308  2.47846  2.40781  2.33923  2.25430  2.17595  2.10275  2.03318  1.96541  1.88437  1.80962  1.73980  1.67329
HD103949         70    1  1.09524  1.55604  1.49097  1.43764  1.39456  1.36038  1.28591  1.22420  1.17369  1.13282  1.10028  1.03154  0.97464  0.92774  0.88951
HD104006         71    1  0.83875  1.11046  1.05859  1.01243  0.97069  0.93213  0.87786  0.83019  0.78766  0.74929  0.71350  0.66597  0.62409  0.58681  0.55295
HD104067         72    1  1.23593  1.68830  1.62094  1.56508  1.51919  1.48181  1.40469  1.34024  1.28693  1.24314  1.20747  1.13574  1.07593  1.02623  0.98525
HD104263         73    1  1.90529  2.38510  2.30941  2.24282  2.18393  2.13073  2.04503  1.97012  1.90445  1.84646  1.79420  1.71163  1.63969  1.57674  1.52118
HD104760A        74    1  2.27050  2.95130  2.87109  2.79738  2.72880  2.66344  2.57490  2.49453  2.42083  2.35228  2.28675  2.19993  2.12127  2.04928  1.98234
HD104800         75    1  1.16276  1.71575  1.64533  1.58017  1.51875  1.45954  1.38824  1.32320  1.26292  1.20589  1.15068  1.08714  1.02904  0.97502  0.92373
HD104982         76    1  1.74687  2.36830  2.29268  2.22379  2.16028  2.10016  2.01756  1.94322  1.87564  1.81322  1.75407  1.67531  1.60453  1.54022  1.48079
HD105004         77    1  1.07874  1.72181  1.65069  1.58480  1.52263  1.46264  1.39102  1.32559  1.26486  1.20733  1.15161  1.08795  1.02966  0.97537  0.92375
HD105671         78    1  0.96646  1.40432  1.34136  1.29101  1.25183  1.22276  1.15052  1.09164  1.04458  1.00771  0.98004  0.91414  0.86042  0.81691  0.78237
HD105779         79    1  1.68445  2.38005  2.30378  2.23354  2.16805  2.10533  2.02311  1.94840  1.87975  1.81551  1.75388  1.67580  1.60491  1.53975  1.47873
HD105837         80    1  1.41655  2.14188  2.06587  1.99510  1.92821  1.86352  1.78452  1.71198  1.64455  1.58054  1.51839  1.44543  1.37844  1.31595  1.25652
HD105938         81    1  2.67294  3.01290  2.93077  2.85371  2.78031  2.70886  2.62064  2.53889  2.46217  2.38899  2.31741  2.23165  2.15219  2.07772  2.00662
HD106116         82    1  2.15222  2.72562  2.64712  2.57703  2.51394  2.45586  2.36715  2.28865  2.21878  2.15601  2.09827  2.01151  1.93495  1.86697  1.80596
HD106275         83    1  1.31675  1.78187  1.71334  1.65566  1.60729  1.56663  1.48853  1.42256  1.36718  1.32081  1.28188  1.20890  1.14741  1.09567  1.05224
HD106290         84    1  2.29483  3.01067  2.93000  2.85551  2.78581  2.71908  2.63037  2.54950  2.47497  2.40525  2.33824  2.25118  2.17193  2.09903  2.03088
HD10647          85    1  2.06504  2.97755  2.89528  2.81803  2.74442  2.67271  2.58463  2.50292  2.42619  2.35294  2.28124  2.19587  2.11671  2.04243  1.97145
HD106589         86    1  1.70400  2.24190  2.16772  2.10058  2.03910  1.98132  1.90015  1.82752  1.76196  1.70182  1.64528  1.56832  1.49959  1.43753  1.38062
HD107094         88    1  1.24471  1.91659  1.84590  1.78132  1.72128  1.66415  1.58924  1.52165  1.45992  1.40245  1.34757  1.27851  1.21621  1.15918  1.10604
HD107148         89    1  2.43409  3.05468  2.97326  2.90044  2.83450  2.77387  2.68153  2.59966  2.52672  2.46110  2.40063  2.30924  2.22848  2.15663  2.09219
HD108147         91    1  2.42279  3.23877  3.15691  3.07990  3.00628  2.93452  2.84586  2.76355  2.68624  2.61233  2.53989  2.45243  2.37132  2.29523  2.22263
HD108309         92    1  2.41508  2.79534  2.71635  2.64501  2.57993  2.51914  2.43069  2.35165  2.28047  2.21561  2.15497  2.06842  1.99127  1.92194  1.85882
HD108341         93    1  1.49528  1.98183  1.90982  1.84934  1.79890  1.75679  1.67378  1.60375  1.54516  1.49636  1.45580  1.37726  1.31123  1.25591  1.20983
HD108564         94    1  0.43334  0.71580  0.67682  0.64275  0.61223  0.58442  0.54483  0.51040  0.47994  0.45284  0.42811  0.39485  0.36606  0.34061  0.31794
HD108768         95    1  2.04090  2.67718  2.59903  2.52962  2.46754  2.41079  2.32218  2.24410  2.17497  2.11328  2.05697  1.97039  1.89433  1.82717  1.76729
HD108935         96    1  1.04405  1.40354  1.33989  1.28932  1.25043  1.22226  1.14904  1.08966  1.04255  1.00602  0.97922  0.91263  0.85865  0.81519  0.78105
HD10895          97    1  1.52973  2.27447  2.19959  2.13117  2.06783  2.00766  1.92656  1.85338  1.78665  1.72473  1.66581  1.58905  1.51987  1.45675  1.39817
HD109098         98    1  2.54296  2.82299  2.74372  2.67109  2.60378  2.53979  2.45229  2.37308  2.30067  2.23351  2.16954  2.08413  2.00697  1.93656  1.87127
HD109200         99    1  1.17258  1.66800  1.60275  1.54630  1.49708  1.45352  1.38103  1.31853  1.26452  1.21752  1.17582  1.10879  1.05107  1.00113  0.95756
HD109271        100    1  2.32734  2.77913  2.70028  2.62892  2.56368  2.50257  2.41449  2.33564  2.26447  2.19945  2.13850  2.05241  1.97553  1.90629  1.84308
HD109310        101    1  1.43548  2.14831  2.07212  2.00115  1.93404  1.86912  1.78999  1.71731  1.64971  1.58550  1.52315  1.45009  1.38297  1.32033  1.26073
HD109368        102    1  0.77562  1.07878  1.02566  0.98304  0.94976  0.92465  0.86493  0.81624  0.77701  0.74591  0.72185  0.66811  0.62393  0.58771  0.55816
HD109409        103    1  2.78990  3.15941  3.07723  3.00318  2.93547  2.87266  2.77999  2.69730  2.62312  2.55575  2.49302  2.40117  2.31949  2.24626  2.18001
HD109423        104    1  1.34449  1.81990  1.75067  1.69237  1.64349  1.60238  1.52336  1.45658  1.40053  1.35358  1.31418  1.24018  1.17781  1.12534  1.08132
HD109684        105    1  1.85845  2.39438  2.31628  2.24340  2.17448  2.10770  2.02539  1.94963  1.87904  1.81200  1.74680  1.66939  1.59815  1.53166  1.46839
HD109723        106    1  1.80009  2.49321  2.41669  2.34782  2.28527  2.22698  2.14181  2.06595  1.99788  1.93601  1.87839  1.79624  1.72325  1.65786  1.59846
HD109988        107    1  1.67225  2.16073  2.08654  2.02416  1.97212  1.92867  1.84243  1.76961  1.70858  1.65778  1.61561  1.53303  1.46355  1.40535  1.35692
HD110291        108    1  1.80993  2.34742  2.27215  2.20571  2.14673  2.09317  2.00830  1.93394  1.86854  1.81053  1.75797  1.67645  1.60523  1.54270  1.48726
HD110557        109    1  1.58706  2.06934  1.99692  1.93445  1.88044  1.83303  1.75083  1.68010  1.61930  1.56682  1.52089  1.44296  1.37611  1.31866  1.26908
HD110619        110    1  1.39782  2.06423  1.99162  1.92529  1.86374  1.80522  1.72752  1.65742  1.59346  1.53399  1.47731  1.40486  1.33953  1.27984  1.22430
HD110668        111    1  2.33592  2.92511  2.84510  2.77251  2.70589  2.64335  2.55393  2.47368  2.40107  2.33456  2.27202  2.18414  2.10547  2.03444  1.96946
HD111031        112    1  2.44052  3.00126  2.92040  2.84791  2.78215  2.72144  2.62998  2.54872  2.47612  2.41061  2.35001  2.25967  2.17967  2.10831  2.04407
HD111232        113    1  1.47535  1.90616  1.83645  1.77350  1.71574  1.66152  1.58643  1.51936  1.45886  1.40334  1.35107  1.28143  1.21929  1.16316  1.11162
HD111515        114    1  1.18770  1.66720  1.60131  1.54154  1.48628  1.43408  1.36456  1.30228  1.24572  1.19345  1.14382  1.08068  1.02406  0.97258  0.92490
HD111564        115    1  2.36679  2.92767  2.84742  2.77320  2.70365  2.63689  2.54904  2.46881  2.39471  2.32523  2.25830  2.17245  2.09415  2.02196  1.95427
HD111777        116    1  1.25890  1.81638  1.74540  1.67987  1.61823  1.55894  1.48585  1.41929  1.35779  1.29977  1.24372  1.17761  1.11731  1.06143  1.00858
HD11226         118    1  2.40529  2.95610  2.87515  2.79968  2.72836  2.65935  2.57159  2.49083  2.41561  2.34440  2.27521  2.18970  2.11106  2.03791  1.96864
HD112283        119    1  2.00548  2.87832  2.79232  2.71142  2.63403  2.55879  2.46883  2.38501  2.30603  2.23054  2.15670  2.07160  1.99227  1.91756  1.84590
HD112540        120    1  1.59973  2.23565  2.16168  2.09544  2.03554  1.98001  1.89814  1.82556  1.76076  1.70213  1.64779  1.56996  1.50111  1.43967  1.38410
HD113101        121    1  1.78281  2.27095  2.19650  2.13074  2.07228  2.01911  1.93549  1.86218  1.79767  1.74035  1.68832  1.60838  1.53850  1.47708  1.42253
HD113513        122    1  1.93318  2.83127  2.75193  2.68070  2.61611  2.55625  2.46686  2.38737  2.31620  2.25183  2.19215  2.10442  2.02663  1.95714  1.89437
HD113569        123    1  1.14244  1.57559  1.51148  1.45742  1.41186  1.37330  1.30109  1.24001  1.18856  1.14524  1.10848  1.04182  0.98548  0.93787  0.89758
HD113679        124    1  1.64356  1.95506  1.88171  1.81378  1.74973  1.68799  1.61214  1.54284  1.47866  1.41794  1.35918  1.28993  1.22661  1.16776  1.11198
HD11397         125    1  1.32198  1.88722  1.81682  1.75242  1.69244  1.63528  1.56098  1.49387  1.43248  1.37522  1.32046  1.25218  1.19050  1.13395  1.08114
HD114076        126    1  1.09823  1.43647  1.37653  1.32437  1.27849  1.23747  1.17195  1.11526  1.06590  1.02257  0.98357  0.92398  0.87237  0.82741  0.78773
HD114386        127    1  1.12197  1.59721  1.53143  1.47729  1.43329  1.39803  1.32275  1.26018  1.20878  1.16695  1.13336  1.06372  1.00591  0.95812  0.91900
HD114561        128    1  1.91480  2.61799  2.54016  2.46878  2.40259  2.33953  2.25428  2.17707  2.10640  2.04073  1.97808  1.89576  1.82132  1.75328  1.69002
HD114613        129    1  2.67931  2.83277  2.75337  2.68236  2.61823  2.55910  2.46934  2.38977  2.31880  2.25492  2.19601  2.10784  2.02990  1.96056  1.89823
HD114729        130    1  2.07607  2.38194  2.30525  2.23432  2.16784  2.10391  2.02180  1.94688  1.87770  1.81263  1.74990  1.67212  1.60120  1.53566  1.47396
HD114747        131    1  1.70296  2.19167  2.11706  2.05488  2.00367  1.96176  1.87431  1.80091  1.73991  1.68979  1.64902  1.56497  1.49469  1.43632  1.38836
HD114783        132    1  1.49638  1.98715  1.91514  1.85452  1.80380  1.76127  1.67837  1.60832  1.54958  1.50050  1.45951  1.38107  1.31501  1.25955  1.21321
HD114853        133    1  1.71580  2.33489  2.25945  2.19052  2.12675  2.06618  1.98422  1.91025  1.84282  1.78028  1.72080  1.64290  1.57270  1.50869  1.44931
HD11505         134    1  1.94987  2.38374  2.30770  2.23798  2.17327  2.11157  2.02912  1.95449  1.88620  1.82263  1.76194  1.68345  1.61249  1.54756  1.48709
HD115341        135    1  2.09646  2.86307  2.78270  2.70788  2.63731  2.56909  2.48207  2.40211  2.32772  2.25741  2.18919  2.10473  2.02717  1.95511  1.88694
HD115499        136    1  1.94263  2.50622  2.42946  2.36166  2.30144  2.24674  2.15975  2.08346  2.01630  1.95673  1.90276  1.81842  1.74469  1.67994  1.62253
HD115585        137    1  2.60063  3.00164  2.92047  2.84890  2.78510  2.72756  2.63448  2.55287  2.48114  2.41773  2.36052  2.26824  2.18765  2.11692  2.05459
HD115617        138    1  1.85717  2.42801  2.35204  2.28440  2.22373  2.16797  2.08274  2.00751  1.94075  1.88089  1.82596  1.74385  1.67158  1.60756  1.55017
HD115674        139    1  1.66873  2.35301  2.27768  2.20937  2.14674  2.08780  2.00509  1.93097  1.86394  1.80238  1.74442  1.66549  1.59488  1.53107  1.47247
HD115773        140    1  2.50980  2.91107  2.82734  2.74853  2.67318  2.59970  2.51118  2.42879  2.35114  2.27682  2.20395  2.11916  2.04022  1.96587  1.89452
HD115902        141    1  2.03715  2.58043  2.50316  2.43333  2.36962  2.30997  2.22405  2.14725  2.07804  2.01484  1.95567  1.87250  1.79831  1.73158  1.67067
HD11608         142    1  1.47833  1.91283  1.83988  1.78083  1.73431  1.69901  1.61320  1.54270  1.48591  1.44111  1.40721  1.32652  1.26049  1.20711  1.16498
HD116259        143    1  2.38260  2.71158  2.63323  2.56298  2.49945  2.44062  2.35246  2.27417  2.20419  2.14098  2.08248  1.99639  1.92015  1.85215  1.79079
HD116284        144    1  2.07655  2.05146  1.97899  1.91713  1.86441  1.81901  1.73613  1.66540  1.60525  1.55407  1.51017  1.43156  1.36468  1.30781  1.25943
HD116410        145    1  2.35096  3.07914  2.99801  2.92399  2.85554  2.79097  2.70052  2.61895  2.54479  2.47641  2.41167  2.32240  2.24210  2.16919  2.10212
HD11683         146    1  1.15860  1.60207  1.53740  1.48282  1.43677  1.39775  1.32485  1.26315  1.21114  1.16731  1.13008  1.06269  1.00571  0.95753  0.91674
HD116858        147    1  1.11821  1.57956  1.51531  1.46120  1.41568  1.37728  1.30482  1.24360  1.19210  1.14882  1.11220  1.04529  0.98880  0.94112  0.90084
HD116883        148    1  1.10344  1.46924  1.40702  1.35530  1.31258  1.27746  1.20712  1.14826  1.09935  1.05892  1.02551  0.96089  0.90681  0.86161  0.82393
HD116920        149    1  1.12975  1.59390  1.52954  1.47505  1.42890  1.38958  1.31717  1.25577  1.20385  1.15994  1.12242  1.05554  0.99888  0.95083  0.91000
HD116963        150    1  0.91536  1.34941  1.28813  1.23906  1.20079  1.17225  1.10217  1.04503  0.99925  0.96326  0.93607  0.87225  0.82015  0.77783  0.74404
HD117105        152    1  1.86876  2.39931  2.32214  2.25056  2.18327  2.11838  2.03610  1.96080  1.89106  1.82525  1.76160  1.68373  1.61252  1.54650  1.48411
HD117207        153    1  2.23684  2.80249  2.72325  2.65303  2.59028  2.53314  2.44289  2.36347  2.29329  2.23084  2.17403  2.08530  2.00747  1.93887  1.87792
HD117359        154    1  1.48320  1.97694  1.90598  1.84459  1.79127  1.74422  1.66419  1.59519  1.53569  1.48409  1.43863  1.36323  1.29838  1.24246  1.19396
HD117618        155    1  2.21065  2.86604  2.78614  2.71220  2.64293  2.57637  2.48910  2.40938  2.33571  2.26658  2.19996  2.11494  2.03737  1.96581  1.89863
HD117938        156    1  1.02588  1.29337  1.23416  1.18644  1.14883  1.12016  1.05285  0.99772  0.95322  0.91787  0.89055  0.82931  0.77903  0.73790  0.70465
HD118466        157    1  1.59824  2.01938  1.94599  1.88577  1.83730  1.79906  1.71292  1.64143  1.58299  1.53597  1.49908  1.41727  1.34966  1.29429  1.24973
HD118563        158    1  1.70512  2.32376  2.24874  2.18246  2.12353  2.06994  1.98552  1.91149  1.84632  1.78842  1.73586  1.65491  1.58412  1.52190  1.46664
HD119173        159    1  1.27362  1.94968  1.87626  1.80822  1.74403  1.68214  1.60636  1.53707  1.47288  1.41210  1.35326  1.28416  1.22093  1.16213  1.10636
HD119291        160    1  0.78320  1.12171  1.06610  1.02235  0.98921  0.96579  0.90269  0.85186  0.81170  0.78074  0.75818  0.70151  0.65557  0.61845  0.58896
HD11938         161    1  1.04406  1.36245  1.29974  1.25005  1.21199  1.18463  1.11261  1.05429  1.00813  0.97243  0.94638  0.88105  0.82814  0.78558  0.75219
HD119503        162    1  1.20539  1.58834  1.52239  1.46844  1.42501  1.39074  1.31505  1.25242  1.20128  1.16003  1.12740  1.05743  0.99962  0.95208  0.91348
HD119629        163    1  2.44531  2.74676  2.66434  2.58689  2.51307  2.44120  2.35436  2.27371  2.19789  2.12546  2.05459  1.97200  1.89530  1.82320  1.75410
HD119638        164    1  2.03040  2.68485  2.60490  2.53022  2.45954  2.39098  2.30557  2.22683  2.15331  2.08350  2.01553  1.93371  1.85829  1.78790  1.72094
HD11964A        165    1  2.23662  2.27937  2.20437  2.13985  2.08435  2.03595  1.94983  1.87585  1.81244  1.75801  1.71077  1.62797  1.55711  1.49644  1.44441
HD119782        166    1  1.44251  1.92975  1.85905  1.79884  1.74760  1.70360  1.62310  1.55450  1.49628  1.44682  1.40445  1.32865  1.26425  1.20954  1.16303
HD119949        167    1  1.75998  2.36712  2.28595  2.20986  2.13767  2.06800  1.98453  1.90722  1.83493  1.76638  1.69982  1.62300  1.55197  1.48552  1.42217
HD120344        168    1  1.72002  2.30818  2.23331  2.16552  2.10345  2.04511  1.96296  1.88942  1.82301  1.76212  1.70486  1.62664  1.55676  1.49368  1.43583
HD120362        169    1  1.86574  2.51046  2.43361  2.36608  2.30645  2.25272  2.16522  2.08879  2.02186  1.96287  1.90988  1.82494  1.75099  1.68637  1.62948
HD120491        170    1  0.71068  1.03524  0.98399  0.94223  0.90882  0.88251  0.82545  0.77847  0.74007  0.70896  0.68390  0.63275  0.59026  0.55505  0.52577
HD121004        171    1  1.26696  1.79718  1.72611  1.66042  1.59855  1.53897  1.46617  1.39979  1.33838  1.28036  1.22425  1.15865  1.09874  1.04312  0.99044
HD121504        172    1  2.27095  3.03117  2.95037  2.87573  2.80585  2.73891  2.65007  2.56903  2.49433  2.42441  2.35718  2.26992  2.19045  2.11732  2.04893
HD122308        173    1  1.27743  1.79836  1.73082  1.67152  1.61888  1.57127  1.49670  1.43165  1.37461  1.32408  1.27828  1.20899  1.14863  1.09569  1.04872
HD122474        174    1  2.19709  2.75023  2.67156  2.60100  2.53714  2.47800  2.38944  2.31075  2.24039  2.17681  2.11795  2.03131  1.95455  1.88608  1.82426
HD122862        175    1  2.27761  2.66960  2.59054  2.51708  2.44797  2.38125  2.29603  2.21788  2.14535  2.07691  2.01062  1.92866  1.85355  1.78390  1.71807
HD123265        176    1  1.94096  2.38798  2.31194  2.24706  2.19185  2.14447  2.05617  1.98075  1.91658  1.86216  1.81571  1.73005  1.65716  1.59526  1.54281
HD123319        177    1  1.26890  1.95261  1.88097  1.81524  1.75388  1.69525  1.61968  1.55124  1.48848  1.42976  1.37345  1.30380  1.24071  1.18271  1.12839
