BD+062932        2  5272.00   4.43   0.06  -0.84  0.604136676E+01  0.761584997E+00  0.267279082E+07  0.199978343E+07  0.265284996E+07  0.259306923E+07  0.260627488E+07  0.261303723E+07  0.261547800E+07  0.261093543E+07  0.263293265E+07  0.264750022E+07  0.265452937E+07  0.265418296E+07  0.264343399E+07  0.266736748E+07  0.267828475E+07  0.267940758E+07  0.267015828E+07
BD+063077        3  6136.00   4.95   1.07  -0.36  0.342398462E+02  0.454603610E+00  0.366339727E+06  0.180105731E+06  0.414129938E+06  0.395695807E+06  0.396949237E+06  0.397697567E+06  0.397758929E+06  0.397348557E+06  0.399964336E+06  0.401979235E+06  0.403324210E+06  0.403909964E+06  0.403596153E+06  0.407827866E+06  0.410923172E+06  0.413065908E+06  0.414146987E+06
BD+083095        4  5728.00   4.12   0.85  -0.77  0.175907086E+02  0.596253269E+00  0.250889393E+07  0.154479741E+07  0.199169558E+07  0.197010430E+07  0.197661141E+07  0.198004835E+07  0.197991526E+07  0.197424784E+07  0.198926650E+07  0.199916431E+07  0.200419533E+07  0.200298438E+07  0.199521039E+07  0.201439579E+07  0.202525102E+07  0.202854567E+07  0.202303950E+07
BD-002387        5  4833.00   4.47   0.85   0.03  0.664688292E+01  0.226088014E+01  0.129340682E+07  0.911705270E+06  0.367611835E+07  0.365523836E+07  0.363559546E+07  0.362847091E+07  0.363524878E+07  0.365584104E+07  0.363732500E+07  0.362932055E+07  0.363438187E+07  0.365373283E+07  0.368791908E+07  0.368372411E+07  0.368659920E+07  0.370022225E+07  0.372746891E+07
BD-010184        6  4728.00   4.34   0.40  -0.34  0.412534066E+01  0.165285231E+01  0.101522011E+07  0.809567404E+06  0.206599827E+07  0.208165598E+07  0.207003047E+07  0.206582756E+07  0.206944741E+07  0.208069882E+07  0.206976334E+07  0.206379009E+07  0.206405850E+07  0.207151999E+07  0.208578378E+07  0.207637511E+07  0.206841061E+07  0.206493726E+07  0.206703842E+07
BD-012505        7  4741.00   4.51   0.44  -0.11  0.172115681E+01  0.184806090E+01  0.888323560E+07  0.897900406E+07  0.219631748E+08  0.215117624E+08  0.214117431E+08  0.213940825E+08  0.214696183E+08  0.216360598E+08  0.215528279E+08  0.215300266E+08  0.215856395E+08  0.217235902E+08  0.219632000E+08  0.219401564E+08  0.219502729E+08  0.220182604E+08  0.221646592E+08
BD-033746        8  4732.00   4.63   0.15  -0.90  0.603669470E+01  0.702973128E+00  0.255484564E+07  0.192762416E+07  0.294938092E+07  0.316568910E+07  0.314753470E+07  0.313254346E+07  0.311991223E+07  0.310765961E+07  0.308772133E+07  0.306522178E+07  0.304241780E+07  0.302093446E+07  0.299701468E+07  0.296269556E+07  0.292049685E+07  0.287504242E+07  0.282646945E+07
BD-034797        9  4622.00   4.21   0.30   0.06  0.444382756E+01  0.207702493E+01  0.118841988E+07  0.946301968E+06  0.316881098E+07  0.314139483E+07  0.312830737E+07  0.312953305E+07  0.314690533E+07  0.318207746E+07  0.316987334E+07  0.316894477E+07  0.318090736E+07  0.320837625E+07  0.325497837E+07  0.324601084E+07  0.324410271E+07  0.325295896E+07  0.327553392E+07
BD-044138       10  4604.00   4.39   0.38  -0.11  0.329741691E+01  0.135648288E+01  0.242324760E+07  0.204044767E+07  0.583377799E+07  0.581025737E+07  0.577626784E+07  0.576989941E+07  0.579192546E+07  0.584591633E+07  0.581009999E+07  0.579413781E+07  0.580215673E+07  0.583864482E+07  0.590517994E+07  0.586371420E+07  0.583213107E+07  0.581897012E+07  0.582828198E+07
BD-050484       11  4674.00   4.42   0.21  -0.39  0.473538477E+01  0.144847661E+01  0.215002736E+07  0.164461145E+07  0.417728850E+07  0.419506105E+07  0.417191936E+07  0.416471667E+07  0.417347001E+07  0.419826174E+07  0.417475595E+07  0.416196445E+07  0.416029302E+07  0.417329848E+07  0.419944690E+07  0.416842720E+07  0.414013011E+07  0.411919030E+07  0.410912934E+07
BD-050578       12  5470.00   4.39   0.79   0.09  0.447927419E+01  0.224335546E+01  0.132741322E+07  0.107901528E+07  0.340225408E+07  0.326466372E+07  0.327643478E+07  0.328938878E+07  0.330294778E+07  0.331677839E+07  0.333765095E+07  0.335855212E+07  0.338096505E+07  0.340485997E+07  0.342849088E+07  0.346453488E+07  0.349849331E+07  0.353282598E+07  0.356788460E+07
BD-053176       13  4758.00   4.39   0.82  -0.09  0.266716449E+01  0.197810274E+01  0.357644391E+07  0.330104297E+07  0.922298351E+07  0.933472155E+07  0.926802229E+07  0.923771238E+07  0.924774214E+07  0.929631660E+07  0.922921312E+07  0.919230225E+07  0.918985220E+07  0.922841622E+07  0.930656767E+07  0.926981969E+07  0.925335623E+07  0.926431358E+07  0.931130532E+07
BD-053596       14  4594.00   4.32   0.27  -0.34  0.316527376E+01  0.147977782E+01  0.170019240E+07  0.146072427E+07  0.340029396E+07  0.344647926E+07  0.342363646E+07  0.341449258E+07  0.342271829E+07  0.344676429E+07  0.342033012E+07  0.340350214E+07  0.339987420E+07  0.340954776E+07  0.343395230E+07  0.339221962E+07  0.335601548E+07  0.332742779E+07  0.330950330E+07
BD-054065       15  4895.00   4.41   0.42  -0.29  0.699431329E+01  0.173993834E+01  0.146977165E+07  0.996112683E+06  0.309546430E+07  0.305813943E+07  0.305054856E+07  0.305040116E+07  0.305833226E+07  0.307372445E+07  0.306972597E+07  0.307084303E+07  0.307823410E+07  0.309345992E+07  0.311599990E+07  0.311993987E+07  0.312463505E+07  0.313368948E+07  0.314760487E+07
BD-060904       16  5066.00   4.46   0.46  -0.17  0.376248611E+01  0.191819371E+01  0.291164872E+07  0.242739205E+07  0.661058568E+07  0.639846078E+07  0.639979685E+07  0.641309868E+07  0.643624002E+07  0.647081702E+07  0.648480431E+07  0.650575239E+07  0.653691385E+07  0.657940701E+07  0.663290851E+07  0.667129022E+07  0.671054833E+07  0.675510405E+07  0.680691656E+07
BD-063481       17  4815.00   4.36   0.41  -0.14  0.229260417E+01  0.198123389E+01  0.682933157E+07  0.656061474E+07  0.162238157E+08  0.160321693E+08  0.159796358E+08  0.159804155E+08  0.160356577E+08  0.161517737E+08  0.161146598E+08  0.161159638E+08  0.161658286E+08  0.162739592E+08  0.164405717E+08  0.164548401E+08  0.164862018E+08  0.165539610E+08  0.166705058E+08
BD-064196       18  4688.00   4.30   0.42  -0.03  0.435538636E+01  0.202870330E+01  0.182582281E+07  0.147791622E+07  0.469222983E+07  0.465768690E+07  0.463750130E+07  0.463613555E+07  0.465599171E+07  0.469877647E+07  0.468079107E+07  0.467765843E+07  0.469222983E+07  0.472724373E+07  0.478581143E+07  0.477753917E+07  0.477742297E+07  0.479163625E+07  0.482341185E+07
BD-064756       19  4646.00   4.54   0.70  -0.23  0.258945280E+01  0.161586258E+01  0.383708163E+07  0.353181812E+07  0.871793368E+07  0.888423088E+07  0.880659489E+07  0.877060533E+07  0.877569420E+07  0.882459931E+07  0.874160471E+07  0.868842137E+07  0.867167996E+07  0.869358763E+07  0.875538577E+07  0.866483130E+07  0.859235971E+07  0.854537392E+07  0.853041199E+07
BD-082534       20  5405.00   4.43   0.41  -0.78  0.226584083E+01  0.824971620E+00  0.155681229E+08  0.138625569E+08  0.153516946E+08  0.149260532E+08  0.150041358E+08  0.150495027E+08  0.150658656E+08  0.150476404E+08  0.151865882E+08  0.152817522E+08  0.153443628E+08  0.153574383E+08  0.153154756E+08  0.154732360E+08  0.155662291E+08  0.156015585E+08  0.155743409E+08
