HD128340         172.68  6259.00   4.64   1.42  -0.55
HD128431          94.96  5429.00   4.43   0.61  -0.34
HD128571          80.85  6159.00   4.40   1.23  -0.37
HD128674         939.32  5551.00   4.50   0.71  -0.38
HD129191         238.94  5832.00   4.39   0.99   0.24
HD129229         441.31  5872.00   3.89   1.37  -0.42
HD129642         955.99  5026.00   4.49   0.69  -0.06
HD129829          86.60  6196.00   4.66   1.30  -0.16
HD130322         307.16  5365.00   4.37   0.90  -0.02
HD13060          643.16  5255.00   4.34   0.82   0.02
HD130930         474.14  5027.00   4.45   0.50   0.01
HD130989         235.01  6414.00   4.27   1.85  -0.23
HD130992         767.06  4898.00   4.54   0.71  -0.13
HD131183         242.52  5670.00   4.24   0.97   0.09
HD131218          55.56  5797.00   4.55   0.96  -0.06
HD131565         101.81  5612.00   4.47   0.72  -0.16
HD131653         180.54  5324.00   4.54   0.35  -0.66
HD131664         380.46  5901.00   4.50   1.04   0.31
HD1320           468.56  5679.00   4.49   0.85  -0.27
HD132411         105.61  4673.00   4.32   0.31  -0.29
HD13252           51.52  5358.00   4.33   0.59  -0.25
HD132569         326.63  5026.00   4.49   0.59  -0.26
HD132648         835.73  5418.00   4.49   0.69  -0.37
HD133633         268.51  5571.00   4.48   0.69  -0.45
HD134060        3090.78  5966.00   4.43   1.10   0.14
HD134088         638.84  5675.00   4.46   0.86  -0.75
HD134113         562.18  5782.00   4.25   1.27  -0.74
HD134440         292.51  4987.00   4.80   1.03  -1.32
HD134606        2373.68  5633.00   4.38   1.00   0.27
HD134664         930.68  5865.00   4.52   0.99   0.10
HD134702         134.32  5782.00   4.50   0.74  -0.04
HD134929B        172.61  5330.00   4.36   0.79   0.07
HD134985         316.49  5090.00   4.44   0.10  -0.60
HD134987        1261.11  5740.00   4.30   1.08   0.25
HD135468         362.42  6417.00   4.25   1.82  -0.02
HD135625         435.20  6003.00   4.32   1.16   0.12
HD13578          205.15  5842.00   4.18   1.12  -0.03
HD136352        4738.34  5664.00   4.39   0.90  -0.34
HD136713        1017.74  4994.00   4.45   0.94   0.07
HD136894        1220.60  5412.00   4.36   0.75  -0.10
HD137010         147.59  4797.00   4.41   0.48  -0.22
HD13724          810.23  5868.00   4.52   1.02   0.23
HD137303         420.78  4756.00   4.51   0.40  -0.35
HD137388         733.98  5240.00   4.42   0.93   0.18
HD137676        1252.07  5253.00   3.93   0.74  -0.53
HD13789          403.27  4740.00   4.33   0.79  -0.06
HD13808         1540.13  5087.00   4.40   0.77  -0.20
HD138549         707.89  5582.00   4.44   0.87   0.00
HD138799         105.44  5224.00   4.36   0.71   0.02
HD1388          2251.09  5954.00   4.41   1.13  -0.01
HD138914         138.87  4983.00   4.38   0.66  -0.12
HD139189         221.33  5075.00   4.41   0.78   0.02
HD139332         166.47  4899.00   4.30   0.04   0.00
HD139536         131.70  5209.00   4.71   1.13  -0.04
HD139590         263.00  6200.00   4.49   1.31   0.13
HD139710          97.78  5123.00   4.41   0.90  -0.08
HD139879         168.96  6203.00   4.61   1.25   0.30
HD140785         159.72  5756.00   4.12   1.09  -0.05
HD140901        1501.03  5610.00   4.46   0.90   0.09
HD141128         104.76  6758.00   4.67   1.65   0.07
HD141597         197.71  6285.00   4.38   1.23  -0.40
HD141598         181.14  5593.00   4.37   0.75  -0.10
HD141624         268.34  5871.00   4.40   1.01  -0.38
HD141937         495.23  5893.00   4.45   1.00   0.13
HD142            679.22  6403.00   4.62   1.74   0.09
HD142022A        292.15  5508.00   4.35   0.83   0.19
HD142709         524.80  4728.00   4.44   0.84  -0.35
HD142879          92.83  5707.00   4.51   0.74  -0.39
HD143114         863.50  5775.00   4.39   0.92  -0.41
HD143295         114.78  4987.00   4.43   0.89  -0.03
HD143638         280.01  5954.00   4.48   1.04  -0.27
HD14374          510.61  5425.00   4.48   0.81  -0.04
HD143790         639.16  6557.00   4.11   2.05  -0.06
HD144342         176.09  5403.00   4.47   0.90   0.07
HD144411         271.04  4852.00   4.39   0.05  -0.32
HD144497         147.30  5022.00   4.50   0.82  -0.12
HD14452           78.93  5313.00   4.50   0.85  -0.16
HD144585        2300.45  5914.00   4.35   1.15   0.33
HD144589         352.98  6372.00   4.28   1.72  -0.05
HD144628        1600.26  5085.00   4.51   0.55  -0.41
HD144846         124.02  6102.00   4.52   1.11   0.13
HD144880         177.04  6152.00   4.38   1.33  -0.30
HD145344         334.30  6143.00   4.39   1.48  -0.68
HD145377         621.34  6054.00   4.53   1.11   0.12
HD145417        1003.66  5006.00   4.82   0.65  -1.23
HD145598         796.81  5417.00   4.48   0.59  -0.78
HD145666         724.65  5958.00   4.53   1.04  -0.04
HD145809         835.42  5778.00   4.15   1.14  -0.25
HD145927         123.77  5819.00   4.41   0.93  -0.03
HD1461          3819.16  5765.00   4.38   0.97   0.19
HD146233        8604.10  5818.00   4.45   1.00   0.04
HD14635          114.95  4806.00   4.45   0.78  -0.03
HD14680          146.89  5011.00   4.46   0.69  -0.17
HD147147          36.38  4856.00   4.51   0.71  -0.17
HD147195         133.62  5557.00   4.48   0.68  -0.05
HD14744          147.21  4923.00   4.45   0.44  -0.13
HD14745          220.09  6290.00   4.72   1.46  -0.14
HD14747          558.32  5516.00   4.43   0.72  -0.39
HD147512        1076.83  5530.00   4.40   0.81  -0.08
HD147513        1035.82  5858.00   4.50   1.03   0.03
HD147518         342.16  5626.00   4.40   0.67  -0.63
HD148156         431.65  6251.00   4.51   1.36   0.25
HD148211        1004.36  5948.00   4.36   1.40  -0.62
HD148303         652.83  4958.00   4.55   0.84  -0.03
HD148577         231.86  5713.00   4.29   0.95  -0.09
HD14868           78.12  5864.00   4.44   0.90   0.02
HD148816         925.93  5908.00   4.39   1.36  -0.71
HD149200         212.24  6416.00   4.64   1.74   0.15
HD149396         532.62  5657.00   4.47   0.91   0.19
HD149724         156.98  5747.00   4.24   1.08   0.37
HD149747         144.30  5823.00   3.95   1.28  -0.34
HD150139         267.72  5968.00   4.29   1.29  -0.51
HD150177        1389.44  6216.00   4.18   1.76  -0.58
HD150433        1589.13  5665.00   4.43   0.88  -0.36
HD150437         177.02  5826.00   4.29   1.09   0.30
HD150474         391.64  5425.00   4.01   0.96   0.01
HD151504         604.20  5457.00   4.36   0.87   0.06
HD151692         120.19  4737.00   4.40   0.55  -0.07
HD151772         243.54  6631.00   4.81   2.27  -0.36
HD151933         133.28  5849.00   4.29   1.03  -0.21
HD152433         122.83  6144.00   4.49   1.19  -0.10
HD152533         185.46  4822.00   4.36   0.40  -0.04
HD153276         101.28  6000.00   4.48   1.12   0.04
HD15337          626.68  5179.00   4.39   0.70   0.06
HD153851         319.82  5052.00   4.50   0.91  -0.25
HD153950         492.62  6074.00   4.39   1.23  -0.01
HD154088        3026.02  5374.00   4.37   0.85   0.28
HD154195A        193.53  5961.00   4.48   1.01  -0.19
HD154363         764.32  4723.00   4.41   0.52  -0.62
HD154387         139.86  4719.00   4.50   0.08  -0.25
HD154577        2540.59  4900.00   4.52   0.42  -0.70
HD154962        1246.60  5827.00   4.17   1.22   0.32
HD155717          80.30  4949.00   4.48   0.76  -0.13
HD155968         100.86  5790.00   4.42   0.92   0.16
HD156079         416.70  5892.00   4.24   1.16   0.28
HD156098         845.58  6517.00   4.20   2.06   0.18
HD15612          255.39  5256.00   4.49   0.87  -0.11
HD156411         594.43  5910.00   3.99   1.31  -0.11
HD156423         133.43  5184.00   4.46   0.21  -0.43
HD156517          64.48  5013.00   4.45   0.81   0.03
HD156991         138.50  5934.00   4.57   0.99  -0.07
HD157172        1471.02  5451.00   4.39   0.77   0.11
HD157338        1155.71  6027.00   4.44   1.17  -0.08
HD157347        1268.82  5676.00   4.38   0.91   0.02
HD157668         100.97  5195.00   4.49   0.65  -0.23
HD157830        1183.28  5540.00   4.49   0.76  -0.25
HD1581         11264.79  5977.00   4.51   1.12  -0.18
HD15906          127.07  4884.00   4.49   0.65  -0.01
HD159868         513.81  5558.00   3.96   1.02  -0.08
HD16008          139.07  5712.00   4.42   0.78  -0.09
HD160089         165.63  6312.00   4.78   1.60   0.11
HD160691        8961.45  5780.00   4.27   1.09   0.30
HD160836         208.54  4791.00   4.49   0.92  -0.16
HD161098        1477.07  5560.00   4.46   0.79  -0.27
HD161256         227.68  5652.00   4.27   0.93   0.14
HD16141          427.00  5806.00   4.19   1.11   0.16
HD161555         217.35  5850.00   4.15   1.23   0.12
HD161566         590.72  6230.00   4.20   1.67  -0.28
HD161612        1212.67  5616.00   4.45   0.88   0.16
HD162020         145.63  4861.00   4.48   0.79  -0.10
HD162236         445.01  5343.00   4.43   0.82  -0.12
HD162396        1595.42  6090.00   4.27   1.43  -0.35
HD16270          157.20  4786.00   4.39   0.84   0.06
HD16280          315.15  4754.00   4.39   0.56  -0.19
HD16297          429.65  5422.00   4.47   0.80  -0.01
HD163102         135.79  6433.00   4.64   1.94   0.00
HD163436         168.52  5030.00   4.43   0.45  -0.07
HD16382          144.55  5953.00   4.50   1.04   0.03
HD16417         3419.86  5841.00   4.16   1.18   0.13
HD165131         276.11  5870.00   4.45   0.99   0.06
HD16536           61.25  5282.00   4.39   0.70  -0.08
HD16548          377.01  5690.00   3.96   1.15   0.15
HD165920         632.79  5339.00   4.39   0.79   0.29
HD166724         613.33  5127.00   4.43   0.79  -0.09
HD166745         140.75  5621.00   4.31   0.98   0.25
HD16714          635.73  5518.00   4.42   0.76  -0.20
HD167300         224.20  5837.00   4.30   1.05  -0.45
HD167359         213.53  5348.00   4.46   0.67  -0.19
HD167677         274.53  5474.00   4.43   0.65  -0.29
HD16784          205.91  5837.00   4.34   1.14  -0.65
HD168159         141.52  4783.00   4.42   0.99  -0.15
HD168746         401.97  5568.00   4.33   0.81  -0.10
HD168769         172.15  5361.00   4.45   0.87  -0.01
HD168863         266.80  4905.00   4.40   0.56   0.16
HD168870         212.88  5325.00   4.43   0.67  -0.32
HD168871        1741.99  5983.00   4.42   1.17  -0.09
HD16905          175.29  4867.00   4.35   0.51   0.15
HD169830        1688.32  6361.00   4.21   1.56   0.18
HD170493         559.08  4751.00   4.24   0.59   0.14
HD17051          557.42  6227.00   4.53   1.29   0.19
HD170958         126.38  5599.00   4.83   1.38  -0.04
HD171028         784.83  5671.00   3.84   1.24  -0.48
HD171587         730.63  5412.00   4.59   0.76  -0.64
HD171665         640.54  5655.00   4.41   0.89  -0.05
HD171825          61.78  4908.00   4.48   0.39  -0.12
HD171942         159.45  5615.00   4.42   0.72  -0.10
HD171990        1321.53  6045.00   4.14   1.40   0.06
HD172513         989.27  5500.00   4.41   0.79  -0.05
HD172568         433.04  5728.00   4.58   0.78  -0.37
HD172643         121.43  5645.00   4.50   0.73  -0.15
HD173885         280.84  6264.00   4.37   1.61  -0.20
HD174153         197.01  6196.00   4.49   1.34  -0.08
HD17439          249.00  5721.00   4.44   0.87   0.08
HD174545         485.02  5216.00   4.40   0.88   0.22
HD175179         152.80  5764.00   4.46   0.88  -0.66
HD17548          765.69  6011.00   4.44   1.18  -0.53
HD175607         864.96  5392.00   4.51   0.60  -0.62
HD176157         207.04  5181.00   4.41   0.92  -0.16
HD176354         601.86  5271.00   3.84   1.07   0.27
HD176535         172.54  4727.00   4.36   0.54  -0.15
HD176666         138.96  6103.00   4.63   1.18  -0.37
HD176986        1171.75  5018.00   4.45   0.82   0.00
HD177033          93.23  4918.00   4.50   0.45  -0.13
HD177122         187.06  6021.00   4.52   1.03  -0.10
HD177409         671.63  5898.00   4.49   0.99  -0.04
HD177565        1467.75  5627.00   4.39   0.91   0.08
HD177758         696.38  5862.00   4.41   1.11  -0.58
HD17865          861.99  5877.00   4.32   1.16  -0.57
HD178904         171.81  5727.00   4.41   0.98   0.09
HD179346         168.97  6229.00   4.76   1.35  -0.03
HD17970          519.30  5040.00   4.39   0.29  -0.45
HD179949         521.16  6287.00   4.54   1.36   0.21
HD18001          258.51  5772.00   4.44   0.80  -0.07
HD180409         773.27  6013.00   4.52   1.16  -0.17
HD18083           91.92  6144.00   4.70   1.33   0.03
HD181249          81.01  4906.00   4.25   0.24  -0.13
HD181428         254.61  6151.00   4.45   1.29   0.06
HD181433        1465.92  4962.00   4.37   0.65   0.33
HD181720         911.76  5792.00   4.25   1.16  -0.53
HD183658         722.94  5803.00   4.40   1.00   0.03
HD183783         405.88  4595.00   4.29   0.05  -0.20
HD18386          454.53  5457.00   4.39   0.92   0.14
HD183870         198.57  5029.00   4.49   0.78  -0.07
HD185283         282.41  4848.00   4.37   0.27  -0.06
HD185615         633.97  5570.00   4.34   0.84   0.08
HD186061          93.61  5016.00   4.51   0.62  -0.02
HD186302          99.51  5662.00   4.44   0.78  -0.03
HD18719          418.32  5241.00   4.41   0.92  -0.08
HD187456         397.89  4832.00   4.33   0.56   0.02
HD187760          73.20  4618.00   4.45   0.23  -0.32
HD18777           92.64  5058.00   4.39   0.57   0.01
HD188091         106.60  5120.00   4.32   0.87   0.08
HD18822           75.61  5272.00   4.43   0.87  -0.07
HD18838           71.24  5500.00   4.48   0.64  -0.17
HD188559         638.65  4786.00   4.33   0.65  -0.11
HD188748         584.16  5623.00   4.43   0.83  -0.12
HD188815         659.08  6217.00   4.34   1.31  -0.53
HD189004          79.62  5094.00   4.36   0.67  -0.07
HD189242         172.12  4913.00   4.46   0.56  -0.38
HD189567        4101.40  5726.00   4.41   0.95  -0.24
HD189625         861.74  5846.00   4.43   1.03   0.18
HD189987         167.71  4746.00   4.25   0.09  -0.06
HD190204          93.42  5476.00   4.63   1.14  -0.02
HD190248       12480.22  5604.00   4.26   0.99   0.33
HD19034          471.25  5477.00   4.40   0.69  -0.48
HD190524         165.82  5825.00   4.50   0.85  -0.13
HD190613         144.60  5776.00   4.33   0.95   0.00
HD190647         271.92  5639.00   4.18   0.99   0.23
HD190954         415.92  5430.00   4.46   0.63  -0.41
HD190984         713.72  6007.00   4.02   1.58  -0.49
HD191033         154.96  6206.00   4.47   1.35  -0.19
HD191285         228.54  4634.00   4.41   0.38  -0.28
HD191797         305.15  5061.00   4.50   0.86  -0.06
HD191847         104.25  5066.00   4.45   0.48  -0.12
HD191902          58.92  4691.00   4.25   0.31  -0.18
HD192031         383.25  5215.00   4.39   0.04  -0.84
HD192117         124.84  5479.00   4.48   0.75  -0.04
HD19230          264.93  5254.00   4.63   0.46  -0.57
HD192310        6629.42  5166.00   4.51   0.97  -0.04
HD192865         233.15  6307.00   4.44   1.59   0.13
HD192961         374.71  4624.00   4.31   0.58  -0.35
HD193193        1105.07  5979.00   4.40   1.15  -0.05
HD193406         134.67  4728.00   4.50   0.54  -0.34
HD193844         185.06  5007.00   4.44   0.48  -0.30
HD193901         121.97  5611.00   4.41   0.54  -1.07
HD19423          164.99  5752.00   4.23   0.96  -0.09
HD19467          907.82  5720.00   4.31   0.96  -0.14
HD194717          53.56  5247.00   4.26   0.33  -0.28
HD195145         261.19  5625.00   4.41   0.82   0.17
HD195200         104.93  6201.00   4.44   1.25  -0.08
HD195302         142.60  5063.00   4.44   0.64   0.02
HD195564        1672.84  5676.00   4.03   1.11   0.06
HD195633         179.40  6154.00   4.25   1.47  -0.51
HD196050        1055.86  5917.00   4.32   1.21   0.23
HD196384         188.46  6611.00   4.79   1.78  -0.13
HD196397         107.41  5378.00   4.33   0.68   0.29
HD19641          392.61  5806.00   4.39   0.94  -0.01
HD196761         968.96  5415.00   4.43   0.76  -0.31
HD196800         566.05  6010.00   4.37   1.17   0.19
HD196892         135.15  6072.00   4.50   1.21  -0.89
HD197083         448.71  5735.00   4.50   0.90  -0.45
HD197197         438.02  5812.00   4.20   1.25  -0.46
HD197210         640.67  5577.00   4.42   0.86  -0.03
HD197300          94.01  6022.00   4.69   1.21   0.02
HD197536         187.51  6105.00   4.39   1.34  -0.41
HD197823         634.02  5396.00   4.41   0.82   0.12
HD1979           196.44  5626.00   4.52   0.74  -0.09
HD197921         114.07  4913.00   4.36   0.34   0.13
HD198075         346.78  5846.00   4.56   0.95  -0.24
HD199086         159.35  6149.00   4.65   1.21   0.18
HD199190        1115.00  5926.00   4.26   1.14   0.15
HD199288        1137.47  5746.00   4.46   0.93  -0.63
HD199289         593.80  5928.00   4.64   1.30  -0.98
HD199604         568.41  5817.00   4.34   1.04  -0.62
HD199847         187.98  5763.00   4.22   1.04  -0.54
HD199868         166.01  6152.00   4.45   1.26  -0.13
HD199933         117.79  4730.00   4.32   0.64  -0.15
HD19994         2069.71  6289.00   4.48   1.72   0.24
HD199960        1694.01  5973.00   4.39   1.13   0.28
HD20003         1233.64  5494.00   4.41   0.83   0.04
HD200083         203.73  4828.00   4.42   0.42  -0.09
HD200143         299.63  5112.00   4.46   0.96   0.02
HD200349         269.55  4844.00   4.50   0.59  -0.26
HD200505          61.42  5052.00   4.47   0.73  -0.45
HD200538         456.26  6042.00   4.38   1.22   0.10
HD200633          73.81  5853.00   4.51   1.01   0.05
HD201161          59.77  4884.00   4.36   0.63  -0.04
