HD2014            93.09  5054.00   4.37   0.64  -0.07
HD201422          71.76  5841.00   4.63   0.98  -0.16
HD201496         150.89  5974.00   4.44   1.12  -0.04
HD202206        1092.61  5757.00   4.47   1.01   0.29
HD202209         112.83  6009.00   4.68   1.19  -0.01
HD202389         163.09  4732.00   4.43   0.49  -0.25
HD2025           408.30  4939.00   4.58   0.61  -0.35
HD202605         274.66  5658.00   4.49   1.02   0.18
HD202819          71.68  4737.00   4.40   0.59  -0.26
HD202871         391.25  6055.00   4.54   1.04  -0.09
HD203335         153.50  6306.00   4.56   1.44  -0.04
HD203384         464.85  5586.00   4.40   0.90   0.26
HD203413         192.05  4812.00   4.39   0.74   0.01
HD203432        1052.33  5645.00   4.39   0.98   0.29
HD203771          89.64  4963.00   4.43   0.50   0.13
HD203850         320.40  4879.00   4.51   0.36  -0.68
HD203897         171.73  5184.00   4.42   0.65  -0.18
HD20407          654.56  5866.00   4.50   1.09  -0.44
HD204287         287.04  5743.00   4.15   1.10  -0.04
HD204313        1275.38  5776.00   4.38   1.00   0.18
HD204385         762.26  6033.00   4.44   1.15   0.07
HD20492          180.92  4770.00   4.30   0.59   0.02
HD204941         760.91  5056.00   4.48   0.71  -0.19
HD205294         533.71  6370.00   4.30   1.71  -0.25
HD205536         926.52  5442.00   4.38   0.77  -0.05
HD205591         316.40  6575.00   4.75   1.85  -0.08
HD206116          70.04  6231.00   4.57   1.36   0.24
HD206163         133.12  5519.00   4.43   0.94   0.01
HD206172         359.19  5608.00   4.49   0.77  -0.24
HD20619         1188.60  5703.00   4.51   0.92  -0.22
HD206630         108.15  4853.00   4.48   0.06  -0.41
HD206998         560.76  5822.00   4.24   1.13  -0.69
HD2071           593.29  5719.00   4.47   0.95  -0.09
HD207129        3484.89  5937.00   4.49   1.06   0.00
HD207190         312.85  6178.00   4.33   1.51  -0.42
HD207583         174.31  5534.00   4.46   0.99   0.01
HD207699          70.94  4874.00   4.36   0.63  -0.12
HD207700         601.37  5666.00   4.29   0.98   0.04
HD20781         1270.79  5256.00   4.37   0.78  -0.11
HD20782         1352.77  5774.00   4.37   1.00  -0.06
HD207832         264.81  5718.00   4.45   0.86   0.15
HD207869         468.94  5527.00   4.50   0.73  -0.45
HD20794        16764.12  5401.00   4.40   0.67  -0.40
HD207970         486.98  5556.00   4.38   0.80   0.07
HD208            528.22  5914.00   4.47   1.05  -0.31
HD208068         216.95  6007.00   4.64   1.17  -0.38
HD20807         2773.35  5866.00   4.52   1.04  -0.23
HD208272         716.67  5199.00   4.42   0.99  -0.08
HD208487         893.87  6146.00   4.48   1.24   0.08
HD20852          467.54  6813.00   4.76   2.34  -0.35
HD208573         131.54  4910.00   4.41   0.86   0.00
HD208672          73.23  5986.00   4.61   1.07   0.13
HD20868          326.84  4802.00   4.26   0.55   0.05
HD208704         809.96  5826.00   4.38   1.04  -0.09
HD209100        4389.40  4754.00   4.45   0.68  -0.20
HD209449         278.26  5854.00   4.16   1.19   0.41
HD209458         340.34  6118.00   4.50   1.21   0.03
HD209566         176.78  5500.00   4.38   0.75   0.12
HD209742         409.54  5137.00   4.49   0.79  -0.16
HD21019         1218.99  5468.00   3.93   1.05  -0.45
HD210272         178.95  5713.00   4.13   1.16  -0.22
HD210277         962.48  5505.00   4.30   0.86   0.18
HD210320          74.09  5597.00   4.31   0.87   0.11
HD210329          69.13  4965.00   4.40   0.45  -0.18
HD210507          67.40  4998.00   4.42   0.69   0.07
HD210573         138.83  4918.00   4.48   0.68  -0.07
HD210752         736.95  5951.00   4.53   1.20  -0.58
HD210918        1700.14  5755.00   4.35   0.99  -0.09
HD210975         251.90  4749.00   4.37   0.05  -0.43
HD211038        2283.90  4989.00   3.68   0.79  -0.25
HD211188         136.74  5053.00   4.41   0.42  -0.12
HD211317         175.98  5965.00   4.30   1.21   0.27
HD21132          812.42  6243.00   4.60   1.44  -0.37
HD211369         115.05  4984.00   4.44   0.67   0.04
HD211415        1266.11  5850.00   4.39   0.99  -0.21
HD211534          97.61  5032.00   4.43   0.14  -0.31
HD211583         163.19  4761.00   4.39   0.26   0.05
HD21161          119.37  5923.00   4.24   1.14   0.09
HD212036         196.72  5687.00   4.41   0.80  -0.01
HD21209A         336.54  4671.00   4.31   0.54  -0.41
HD212231         146.58  5762.00   4.20   1.01  -0.30
HD212301         415.31  6271.00   4.55   1.29   0.18
HD21251           93.81  4920.00   4.41   0.68  -0.09
HD212563          92.34  5018.00   4.52   0.89  -0.02
HD212580         256.18  5155.00   4.44   0.85  -0.11
HD212708         993.11  5681.00   4.35   0.99   0.27
HD212918         203.15  5051.00   4.48   0.41  -0.21
HD213042         479.65  4831.00   4.38   0.82   0.08
HD213240         279.84  5982.00   4.27   1.25   0.14
HD213575         492.36  5671.00   4.18   1.02  -0.15
HD213628         450.83  5555.00   4.44   0.82   0.01
HD213852          70.10  4943.00   4.24   0.40   0.15
HD213941         848.39  5532.00   4.41   0.72  -0.46
HD214094         401.72  6288.00   4.28   1.46  -0.01
HD21411          236.66  5473.00   4.51   0.81  -0.26
HD214383         100.45  4876.00   4.47   0.59  -0.16
HD214385         482.15  5654.00   4.43   0.81  -0.34
HD214759         346.54  5461.00   4.37   0.85   0.18
HD214867         114.92  5807.00   4.66   1.23   0.01
HD214954          35.16  5738.00   4.48   0.99   0.14
HD214998          71.79  4847.00   4.37   0.77   0.06
HD215152        1962.14  4935.00   4.40   0.68  -0.10
HD215257         882.93  6052.00   4.46   1.40  -0.63
HD215456        2569.14  5789.00   4.10   1.19  -0.09
HD215497         603.82  5110.00   4.40   0.90   0.20
HD215625         161.67  6282.00   4.58   1.35   0.10
HD215722          47.74  4728.00   4.40   0.71  -0.10
HD215902          69.46  5454.00   4.46   0.53  -0.25
HD215906         158.95  6259.00   4.56   1.55  -0.28
HD216008         155.97  5773.00   4.38   0.91  -0.04
HD216215          90.33  5220.00   4.45   0.58  -0.20
HD216435        1098.48  6008.00   4.20   1.34   0.24
HD216770         782.30  5424.00   4.38   0.91   0.24
HD216777         411.24  5623.00   4.51   0.81  -0.38
HD21693         1688.97  5430.00   4.37   0.76   0.00
HD217221         105.04  5184.00   4.45   0.77   0.01
HD217395         220.74  5916.00   4.52   0.95  -0.13
HD21749          965.98  4723.00   4.40   0.53  -0.02
HD21759           73.92  5142.00   4.49   0.43  -0.61
HD217786         245.78  5966.00   4.35   1.12  -0.14
HD217958          36.56  5970.00   4.45   1.29   0.28
HD218249         224.66  5009.00   4.52   0.46  -0.40
HD218340          99.28  5889.00   4.42   0.97   0.09
HD218379         307.44  5938.00   4.11   1.24   0.15
HD218504         968.34  5962.00   4.34   1.21  -0.55
HD218511         206.26  4556.00   4.31   0.41  -0.10
HD218572         277.81  4785.00   4.54   0.50  -0.56
HD218750         173.33  5166.00   4.39   0.57   0.08
HD218885          52.39  5763.00   4.46   0.80  -0.28
HD219077         997.80  5362.00   4.00   0.92  -0.13
HD219249         740.70  5482.00   4.50   0.74  -0.40
HD21938          592.62  5778.00   4.38   0.99  -0.47
HD219495         106.47  4787.00   4.40   0.93   0.13
HD21977          128.08  5930.00   4.45   1.03   0.10
HD220256         577.52  5144.00   4.41   0.47  -0.10
HD220339         529.14  5029.00   4.55   0.76  -0.35
HD220367         494.89  6128.00   4.37   1.34  -0.21
HD220456         159.45  5887.00   4.50   1.01  -0.02
HD22049          785.84  5153.00   4.53   0.90  -0.11
HD220507        1202.42  5698.00   4.29   1.01   0.01
HD220894         247.93  6282.00   4.60   1.35   0.02
HD221146         806.90  5876.00   4.27   1.09   0.08
HD221287         352.00  6374.00   4.62   1.29   0.04
HD221343         126.91  5848.00   4.54   0.99   0.11
HD221356        1530.56  6112.00   4.53   1.12  -0.20
HD221420        1541.45  5847.00   4.03   1.28   0.33
HD221580         558.12  5322.00   2.68   1.97  -1.13
HD221638         363.08  6360.00   4.53   1.43  -0.21
HD22177          205.26  5666.00   4.26   1.02   0.20
HD221974          25.76  5170.00   4.30   0.74   0.30
HD222237         949.25  4780.00   4.37   0.05  -0.38
HD222335         357.64  5271.00   4.49   0.83  -0.20
HD222422         430.18  5475.00   4.46   0.73  -0.12
HD22249           95.47  5773.00   4.63   0.96  -0.06
HD222582         935.16  5779.00   4.37   1.00  -0.01
HD222595         815.81  5648.00   4.46   0.88   0.01
HD222669        1012.33  5894.00   4.46   1.01   0.05
HD222721          62.62  5361.00   4.43   0.52  -0.31
HD22282           51.88  5433.00   4.32   0.77   0.12
HD223121         310.27  5077.00   4.34   0.74   0.05
HD223171        1854.75  5841.00   4.20   1.12   0.12
HD223272         131.24  5118.00   4.41   0.58   0.13
HD223282         238.72  5328.00   4.49   0.60  -0.41
HD223315          93.77  5650.00   4.44   0.89   0.30
HD223854         236.30  6080.00   4.08   1.60  -0.54
HD224047         117.50  5167.00   4.43   0.62  -0.23
HD224063         153.09  5591.00   4.27   0.84   0.14
HD224230          86.04  4944.00   4.47   0.56  -0.10
HD224287          56.35  5330.00   4.38   0.59  -0.29
HD224347         276.02  6092.00   4.27   1.31  -0.42
HD224393         402.16  5774.00   4.54   0.84  -0.38
HD224432          62.19  4828.00   4.38   0.58  -0.06
HD224433          94.11  5527.00   4.42   0.72   0.09
HD224578          67.41  6158.00   4.67   1.13  -0.01
HD224619         624.35  5436.00   4.39   0.79  -0.20
HD224685         359.56  5504.00   4.47   0.76  -0.40
HD224789         738.84  5185.00   4.44   1.05  -0.03
HD224817         956.53  5894.00   4.36   1.13  -0.53
HD225297         199.20  6181.00   4.55   1.24  -0.09
HD22610          137.78  5043.00   4.44   0.88  -0.22
HD22879         1836.90  5884.00   4.52   1.20  -0.82
HD22897           57.81  4837.00   4.44   0.69  -0.25
HD22918          100.56  4924.00   3.61   0.73   0.02
HD23030           62.83  5951.00   4.37   1.22   0.20
HD23079         1078.45  5980.00   4.48   1.12  -0.12
HD23249         7612.86  5150.00   3.89   1.01   0.13
HD23356          751.94  5004.00   4.50   0.87  -0.17
HD23456         1077.22  6178.00   4.56   1.38  -0.32
HD23472          130.35  4813.00   4.38   0.43  -0.19
HD23901          210.95  5264.00   3.93   0.84  -0.40
HD24062          138.54  6107.00   4.62   1.34   0.28
HD24085          127.53  6065.00   4.47   1.22   0.17
HD24112          401.48  6175.00   4.35   1.26   0.16
HD24331          368.55  4965.00   4.51   0.53  -0.31
HD24558          204.55  5274.00   4.40   0.67  -0.47
HD24633          323.72  5276.00   4.36   0.59  -0.04
HD24892          935.70  5363.00   3.99   0.88  -0.32
HD25061          208.15  5243.00   4.42   0.80   0.07
HD25105          265.11  5316.00   4.47   0.77  -0.15
HD25120          375.70  5134.00   4.47   0.87  -0.18
HD25171          222.28  6160.00   4.43   1.22  -0.11
HD25357          127.51  5117.00   4.72   1.02  -0.03
HD25565          207.98  5212.00   4.47   0.80   0.03
HD25587          109.49  6258.00   4.61   1.78  -0.12
HD2567           250.26  6038.00   4.44   1.19   0.22
HD25673          301.69  5136.00   4.47   0.56  -0.50
HD25704          446.50  5942.00   4.52   1.37  -0.83
HD25912          117.71  5900.00   4.52   0.99   0.12
HD2638           341.83  5198.00   4.43   0.74   0.12
HD26430          120.52  4948.00   4.37   0.55  -0.26
HD26729          148.91  5718.00   4.17   1.13   0.31
HD26887          422.87  6016.00   4.46   1.00  -0.35
HD26965A        2368.66  5153.00   4.39   0.36  -0.31
HD27063          949.93  5767.00   4.44   0.94   0.05
HD27471          140.02  5871.00   4.25   1.13   0.11
HD2768           165.98  5548.00   4.40   0.81  -0.03
HD27894          343.25  4952.00   4.39   0.78   0.20
HD28185          524.48  5667.00   4.42   0.94   0.21
HD28254          413.68  5653.00   4.15   1.08   0.36
HD283            313.01  5157.00   4.51   0.45  -0.54
HD28471          556.63  5745.00   4.37   0.95  -0.05
HD28701          629.82  5710.00   4.41   0.95  -0.32
HD28807          122.34  6602.00   4.67   1.89   0.06
HD28821          728.74  5660.00   4.38   0.88  -0.12
HD28969          135.84  6255.00   4.68   1.47  -0.01
HD290038         159.85  5006.00   4.42   0.56   0.01
HD290327         216.43  5505.00   4.41   0.73  -0.14
HD29137          225.62  5768.00   4.28   1.10   0.30
HD291763          84.27  4987.00   4.50   0.12  -0.61
HD29263          117.95  5780.00   4.35   0.94   0.03
HD29303           66.10  5819.00   4.52   0.93  -0.12
HD29428          119.30  5743.00   4.48   0.82  -0.06
HD297396         398.67  4717.00   4.30   0.46   0.06
HD29980           59.85  6019.00   4.71   1.57   0.12
HD29985          107.79  4678.00   4.39   0.65  -0.22
HD30053          751.16  6139.00   4.51   1.20  -0.22
HD30177          168.72  5601.00   4.34   0.89   0.37
HD30278          786.82  5394.00   4.39   0.72  -0.17
HD30306          647.64  5529.00   4.32   0.89   0.17
HD30523           83.87  4662.00   4.57   0.79  -0.16
HD30669          218.69  5400.00   4.37   0.55   0.13
HD30858           57.15  5182.00   4.45   0.88  -0.13
HD309701          87.52  4814.00   4.39   0.00  -0.30
HD31103          434.20  6078.00   4.49   1.08   0.09
HD31128          907.33  6096.00   4.90   3.02  -1.39
HD31527         2438.65  5898.00   4.45   1.09  -0.17
HD31532          261.42  5896.00   4.07   1.33  -0.08
HD31560          267.81  4751.00   4.33   0.64  -0.07
HD31822         1052.87  6042.00   4.57   1.15  -0.19
HD3220           369.32  5846.00   4.51   0.87  -0.22
HD3229           273.48  6583.00   4.14   1.80  -0.09
HD323631         104.59  4984.00   4.44   0.38  -0.28
HD324492          64.68  4962.00   4.15   0.52  -0.27
HD326267          91.70  4719.00   4.31   0.45  -0.26
HD32724          767.14  5818.00   4.26   1.14  -0.17
HD32804          252.04  5910.00   4.53   1.08   0.06
HD329788          82.12  5151.00   4.35   0.19  -0.08
HD330075         426.35  5025.00   4.32   0.63   0.03
HD33081          125.53  6399.00   4.56   2.47  -0.16
HD33473A         364.94  5740.00   3.97   1.20  -0.13
HD33725          432.74  5274.00   4.41   0.71  -0.17
HD33811          123.18  5554.00   4.39   0.78   0.30
HD33822          107.64  5726.00   4.29   0.98   0.26
HD34327          282.34  5883.00   4.20   1.19  -0.06
HD34449          439.84  5848.00   4.50   0.92  -0.09
HD34688          387.90  5169.00   4.44   0.70  -0.20
HD3569           312.58  5155.00   4.54   0.60  -0.32
HD35854          564.15  4928.00   4.46   0.54  -0.13
HD36003         1952.97  4647.00   4.31   0.42  -0.20
HD36051          180.12  6118.00   4.63   1.21  -0.08
HD361            906.18  5913.00   4.60   1.00  -0.12
HD36108          789.72  5916.00   4.33   1.21  -0.21
HD36179           91.97  5327.00   4.45   0.69  -0.08
HD36379         1601.39  6030.00   4.30   1.29  -0.17
HD37226          475.64  6178.00   4.16   1.61  -0.12
HD37548          126.19  5950.00   4.26   1.19  -0.04
HD37962          339.00  5718.00   4.48   0.84  -0.20
HD37986          811.38  5507.00   4.29   0.92   0.26
HD37990          221.70  6215.00   4.56   1.15   0.00
HD38078          105.00  5651.00   4.47   0.62  -0.29
HD3808           153.31  5572.00   4.46   0.82  -0.17
HD3823          1871.26  6022.00   4.31   1.39  -0.28
HD38265          200.29  5549.00   4.43   0.72  -0.14
HD38277          562.70  5871.00   4.34   1.10  -0.07
HD38355          114.91  5314.00   4.35   0.75   0.09
HD38382          522.90  6082.00   4.45   1.18   0.03
HD38385          300.79  7212.00   4.61   2.87   0.09
HD38510          221.20  5914.00   4.32   1.30  -0.81
HD38772          148.79  6106.00   4.37   1.16  -0.23
HD38858         2673.31  5733.00   4.51   0.94  -0.22
HD38973         1118.23  6016.00   4.42   1.14   0.05
HD39091         1765.02  6003.00   4.42   1.12   0.09
HD39194         1677.18  5205.00   4.53   0.37  -0.61
HD39427          228.58  5682.00   4.52   0.86  -0.18
HD3964           236.11  5729.00   4.50   0.85   0.05
HD40105         1172.00  5137.00   3.85   0.97   0.06
HD4021           147.85  5831.00   4.71   1.32   0.02
HD40307         3533.68  4977.00   4.47   0.53  -0.31
HD40397          810.56  5527.00   4.39   0.83  -0.13
HD40483          185.46  6371.00   4.39   1.80  -0.06
HD40503           50.32  4953.00   4.29   0.81  -0.03
HD40865          595.21  5719.00   4.50   0.87  -0.38
HD41087           97.41  5562.00   4.52   0.85  -0.13
HD41248          754.26  5713.00   4.49   0.84  -0.37
HD41323          420.32  5756.00   4.56   0.84  -0.31
HD4208           289.15  5599.00   4.44   0.78  -0.28
HD42505           70.31  4738.00   4.40   0.61  -0.22
HD4307          1834.43  5812.00   4.10   1.22  -0.23
HD4308          1964.24  5644.00   4.38   0.90  -0.34
HD43197          323.89  5449.00   4.30   0.83   0.36
HD44120         1027.59  6052.00   4.25   1.31   0.12
HD44219          401.98  5766.00   4.20   1.06   0.04
HD44420          760.27  5818.00   4.37   1.06   0.29
HD44447         1100.96  5999.00   4.37   1.26  -0.22
HD4457           269.08  5015.00   4.53   0.65  -0.37
HD44573          637.72  5071.00   4.48   0.80  -0.07
HD44594         1207.63  5840.00   4.38   1.06   0.15
HD44804          269.04  5366.00   4.48   0.97   0.03
HD45184         2692.83  5869.00   4.47   1.03   0.04
HD45289          993.71  5717.00   4.32   0.99  -0.02
HD45364         1183.49  5434.00   4.38   0.71  -0.17
HD457            237.11  6089.00   4.43   1.17   0.34
HD4597           290.75  6025.00   4.43   1.11  -0.39
HD45977          205.86  4689.00   4.30   0.52   0.03
HD47186         1863.76  5675.00   4.36   0.93   0.23
HD48115          359.46  5825.00   4.48   0.89  -0.19
HD4838           149.64  4704.00   4.63   0.76  -0.21
HD48611          368.24  5337.00   4.51   0.69  -0.36
HD49035          228.62  5640.00   4.35   1.01   0.24
HD4915          1485.87  5658.00   4.52   0.90  -0.21
HD50590          399.66  4870.00   4.39   0.35  -0.22
HD50806         2308.66  5633.00   4.11   1.03   0.03
HD51608         1532.73  5358.00   4.36   0.73  -0.07
HD51754          648.82  5848.00   4.49   1.05  -0.55
HD52265          536.83  6136.00   4.36   1.32   0.21
HD52449          238.29  6362.00   4.55   1.29   0.12
HD52919          364.50  4698.00   4.37   0.67  -0.17
HD5349           150.64  5092.00   3.88   1.00   0.43
HD5388           660.87  6311.00   4.24   1.65  -0.28
HD54521          120.82  5973.00   4.54   1.02  -0.01
HD55             455.04  4679.00   4.51   0.05  -0.66
HD55693         1189.34  5914.00   4.43   1.07   0.29
HD56274         1411.60  5734.00   4.51   0.94  -0.54
HD56380          322.73  5317.00   4.35   0.53  -0.42
HD564            443.41  5902.00   4.53   0.95  -0.20
HD57568           98.06  4821.00   4.51   0.38  -0.47
HD58489          108.77  4800.00   4.33   0.59   0.10
HD58676           73.82  5104.00   4.37   0.75  -0.02
HD59468         4408.36  5618.00   4.39   0.88   0.03
HD59711A         672.78  5722.00   4.46   0.86  -0.12
HD59984         1631.90  5962.00   4.18   1.45  -0.69
HD61051          271.16  5363.00   4.37   0.70  -0.10
HD61383          439.86  5716.00   4.20   1.12  -0.49
HD61447           91.25  5637.00   4.37   0.89   0.17
HD61902          252.48  6209.00   4.38   1.58  -0.62
HD61986          428.99  5725.00   4.48   0.85  -0.34
HD62128          383.06  5828.00   4.22   1.16   0.33
HD62364          267.13  6255.00   4.47   1.42  -0.11
HD62847          180.96  5362.00   4.48   0.67  -0.25
HD62849          256.01  5338.00   3.59   1.04  -0.17
HD63454          252.14  4840.00   4.30   0.81   0.06
HD6348           315.40  5107.00   4.51   0.07  -0.56
HD63685          134.47  5497.00   4.05   0.94   0.00
HD63754          214.23  6200.00   4.21   1.57   0.21
HD63765         1003.23  5432.00   4.42   0.82  -0.16
HD64640           87.77  5174.00   4.31   0.77   0.18
HD65216          592.07  5612.00   4.44   0.78  -0.17
HD65277          577.28  4802.00   4.43   0.55  -0.31
HD65562          459.99  5076.00   4.39   0.45  -0.10
HD65907A        3830.94  5945.00   4.52   1.05  -0.31
HD65982          134.77  5947.00   4.42   1.08  -0.10
HD66039          167.05  6149.00   4.52   1.14   0.17
HD66040          139.35  5226.00   4.34   0.76   0.35
HD66168          134.03  6198.00   4.69   1.18  -0.03
HD66221          590.15  5635.00   4.40   0.92   0.17
HD66340          272.39  5284.00   4.36   0.75   0.03
HD66428          287.85  5705.00   4.31   0.96   0.25
HD6673           271.22  4960.00   4.49   0.58  -0.26
HD66740          157.30  6666.00   4.49   1.70   0.04
HD66838          120.59  5392.00   4.29   0.71   0.03
HD67             205.71  5746.00   4.56   1.02   0.03
HD6718           272.71  5723.00   4.44   0.84  -0.07
HD67200          170.92  6105.00   4.44   1.19   0.32
HD6735           794.94  6082.00   4.49   1.15  -0.06
HD67458         1387.71  5891.00   4.53   1.04  -0.16
HD68089          155.17  5597.00   4.53   0.66  -0.77
HD68284          515.21  5933.00   4.08   1.40  -0.50
HD68287          126.71  6318.00   4.63   1.45   0.06
HD68607          684.36  5215.00   4.41   0.82   0.07
HD68978A        2075.39  5965.00   4.48   1.09   0.04
HD69611          248.34  5762.00   4.31   0.99  -0.58
HD69655         1222.33  5961.00   4.44   1.15  -0.18
HD69830         5544.20  5402.00   4.40   0.80  -0.06
HD70642          435.47  5668.00   4.40   0.82   0.18
HD70889          985.78  6051.00   4.49   1.13   0.11
HD70903          182.69  5118.00   4.52   0.63  -0.43
HD71334          669.34  5694.00   4.37   0.95  -0.09
HD7134           755.39  5940.00   4.41   1.17  -0.29
HD71479          875.10  6026.00   4.42   1.19   0.24
HD71685          107.77  6038.00   4.58   1.09  -0.37
HD71835         1144.08  5438.00   4.39   0.79  -0.04
HD7199          1278.92  5386.00   4.34   1.01   0.28
HD72374          116.49  5767.00   4.35   0.90  -0.09
HD72579          594.50  5449.00   4.27   0.84   0.20
HD72659          360.09  5926.00   4.24   1.13  -0.02
HD72673         4279.03  5243.00   4.46   0.60  -0.41
HD72769          973.81  5640.00   4.35   0.98   0.30
HD73121         1232.66  6091.00   4.30   1.34   0.09
HD73256          862.04  5526.00   4.42   1.11   0.23
HD73267          298.35  5373.00   4.37   0.66   0.05
HD73524         2290.47  6017.00   4.43   1.14   0.16
HD73583          133.72  4695.00   4.50   0.71  -0.21
HD74014          696.68  5561.00   4.33   0.90   0.22
HD7449          1697.84  6024.00   4.51   1.11  -0.11
HD74698          426.90  5783.00   4.27   1.01   0.07
HD74957          272.12  5915.00   4.54   0.95  -0.18
HD750            147.63  5060.00   4.39   0.59  -0.29
HD75289         1277.57  6161.00   4.37   1.29   0.30
HD75328          151.72  6003.00   4.46   1.05  -0.23
HD75530          415.83  5311.00   4.48   0.53  -0.54
HD75745          294.21  5885.00   4.29   1.34  -0.78
HD75881          124.21  6239.00   4.44   1.63   0.07
HD76151          785.91  5788.00   4.48   0.96   0.12
HD76188           82.34  5989.00   4.08   1.25  -0.44
HD76440           87.08  5764.00   4.43   0.89  -0.01
HD77110          533.36  5717.00   4.48   0.86  -0.50
HD78429         1514.48  5760.00   4.33   1.01   0.09
HD78538          318.12  5786.00   4.50   0.98  -0.03
HD78558          833.97  5711.00   4.36   0.99  -0.44
HD78612          803.16  5834.00   4.27   1.14  -0.24
HD78747         1183.79  5788.00   4.44   1.10  -0.67
HD78964B         135.85  5195.00   4.50   0.91   0.10
HD79601          991.00  5825.00   4.32   1.09  -0.59
HD8038            76.40  5694.00   4.45   0.88   0.15
HD80883          472.05  5233.00   4.44   0.80  -0.25
HD81639          559.94  5522.00   4.40   0.79  -0.17
HD81700          125.38  5882.00   4.53   0.98   0.12
HD81767          272.45  4978.00   4.46   0.68   0.05
HD82114          125.49  5912.00   4.20   1.28   0.01
HD82342          822.42  4820.00   4.41   0.30  -0.54
HD82516          958.41  5104.00   4.46   0.71   0.01
HD82783          234.49  5318.00   4.41   0.91   0.21
HD82943         2121.15  5989.00   4.43   1.10   0.26
HD8326           224.73  4971.00   4.48   0.81   0.02
HD83443          784.50  5511.00   4.43   0.93   0.34
HD83529         1109.31  5902.00   4.35   1.11  -0.22
HD8389A          437.69  5283.00   4.37   1.06   0.34
HD8406           446.76  5726.00   4.50   0.87  -0.10
HD84305          127.71  5963.00   4.51   0.95  -0.23
HD84627B         168.34  6113.00   4.50   1.10  -0.28
HD85119          569.03  5425.00   4.52   0.93  -0.20
HD8535           429.02  6158.00   4.42   1.25   0.04
HD85390          969.70  5186.00   4.41   0.75  -0.07
HD85512         3228.54  4715.00   4.39   0.23  -0.32
HD85725          769.53  5986.00   3.95   1.54   0.15
HD86065          418.60  5026.00   4.50   0.91  -0.06
HD86140          402.22  4903.00   4.55   0.31  -0.25
HD86171          363.72  5400.00   4.47   0.81  -0.25
HD8638           785.94  5507.00   4.43   0.74  -0.38
HD86652          155.07  5934.00   4.47   1.01   0.13
HD870            282.33  5381.00   4.42   0.79  -0.10
HD87320          133.17  5639.00   4.41   0.95  -0.17
HD87521          134.45  4854.00   4.37   0.76  -0.04
HD87838         1127.40  6118.00   4.47   1.33  -0.40
HD88084          726.27  5766.00   4.42   0.96  -0.10
HD88218         1580.05  5878.00   4.16   1.23  -0.14
HD8828           960.96  5403.00   4.46   0.72  -0.16
HD88474          177.93  6122.00   3.91   1.91  -0.48
HD8859           395.19  5502.00   4.41   0.77  -0.09
HD88656          174.90  5150.00   4.44   0.81  -0.11
HD88725         1341.98  5654.00   4.49   0.86  -0.64
HD88742         1382.10  5981.00   4.52   1.07  -0.02
HD88885          120.75  5361.00   4.46   0.77  -0.11
HD8912           193.28  5211.00   4.43   0.70  -0.07
HD89147          101.05  5310.00   4.45   0.76  -0.09
HD8930            79.25  5687.00   4.52   0.79  -0.23
HD89454         1033.12  5728.00   4.47   0.96   0.12
HD89668          100.51  4811.00   4.45   0.63  -0.11
HD89749          110.30  5443.00   4.48   0.61  -0.29
HD89839          440.66  6314.00   4.49   1.35   0.04
HD8985           127.94  6473.00   4.96   2.15  -0.01
HD89920          243.20  4827.00   4.32   0.10  -0.03
HD89965          233.23  5039.00   4.48   0.72  -0.09
HD90081          138.64  5912.00   4.34   1.08  -0.20
HD90133           86.51  5064.00   4.42   0.37  -0.16
HD90156         2185.33  5599.00   4.48   0.86  -0.24
HD90422          606.44  6085.00   4.14   1.67  -0.62
HD90702           93.66  5760.00   4.56   1.04   0.20
HD90711          697.39  5444.00   4.40   0.92   0.24
HD90722          207.93  5711.00   4.28   1.06   0.31
HD90812          518.65  5164.00   4.48   0.64  -0.36
HD90926          119.47  5538.00   4.35   0.80   0.13
HD90936          135.16  5928.00   4.48   1.04   0.03
HD91267          123.59  4928.00   4.48   0.26  -0.06
HD91345          352.33  5658.00   4.53   0.71  -1.04
HD91379          120.93  6164.00   4.41   0.98  -0.29
HD9246           339.95  4999.00   4.49   0.13  -0.53
HD92547          121.12  6020.00   4.45   1.14  -0.37
HD92588         2005.75  5199.00   3.79   1.01   0.04
HD92719         1044.49  5824.00   4.51   0.96  -0.10
HD92788          817.40  5744.00   4.39   0.95   0.27
HD93083         1098.64  5105.00   4.43   0.94   0.09
HD93351          344.65  5408.00   4.41   0.57  -0.23
HD93380          177.30  4649.00   4.35   0.21  -0.72
HD93385         2099.96  5977.00   4.42   1.14   0.02
HD93745          154.04  6065.00   4.34   1.33   0.12
HD93932          197.52  5950.00   4.30   1.16   0.05
HD94151          735.52  5583.00   4.38   0.83   0.04
HD94444          432.37  5998.00   4.34   1.29  -0.62
HD94771          535.90  5631.00   4.03   1.10   0.22
HD94964          149.67  6139.00   4.55   1.26  -0.07
HD95456         3057.28  6276.00   4.35   1.40   0.16
HD95521          696.58  5773.00   4.49   0.96  -0.15
HD95533          141.96  5366.00   4.36   0.63   0.16
HD95542          386.48  5984.00   4.52   1.01  -0.04
HD9578           480.54  6055.00   4.52   1.07   0.11
HD95860          160.03  6054.00   4.48   1.25  -0.31
HD95922           93.61  6293.00   4.63   1.23  -0.06
HD9608           149.12  5954.00   4.43   0.98  -0.26
HD96116          141.19  5832.00   4.52   0.96  -0.01
HD96276          122.35  6080.00   4.49   1.12  -0.02
HD96290          210.36  6219.00   4.56   1.21   0.03
